Column1;Column2;;Number of tweets;Number of persons who have tweeted this many times
@cow_cousin;2;;;
@crimemind3;1;;;
@crlulukat;1;;;
@cspanwj;2;;;
@cswarketatora;1;;;
@curliegirlie31;2;;;
@curryja;9;;;
@cut4nil;2;;;
@cutecanukgirl;1;;;
@cvpayne;1;;;
@cyclingweekly;1;;;
@d_e_mol;6;;;
@d_foubert;1;;;
@d_pete;1;;;
@daisythelongdog;1;;;
@dakppc;1;;;
@dan613;7;;;
@danharris;1;;;
@danielk_cruz;1;;;
@danjardine72;2;;;
@dansodergren;1;;;
@darrengrimes_;2;;;
@dave4572;1;;;
@david_agape_;1;;;
@davidblake12345;1;;;
@davidmweissman;1;;;
@davidsirota;3;;;
@davidzweig;1;;;
@dbirch214;1;;;
@ddofinternet;1;;;
@deFreiheit;1;;;
@deaflibertarian;2;;;
@debbie156;1;;;
@debramhunter;1;;;
@dedsp4ce;1;;;
@demonbirtherx3;1;;;
@demunjones;1;;;
@despicarello;6;;;
@deva0706;1;;;
@dianeclectica;6;;;
@diegorivara;1;;;
@dingbatty78;1;;;
@dipbrat70;3;;;
@dirk_fasshauer;3;;;
@dirtlump2;1;;;
@dirtykurty24;1;;;
@disclosetv;1;;;
@doctorcherokee;1;;;
@dogeofficialceo;15;;;
@dogsdontliket;3;;;
@dolina_cieni;1;;;
@doll_ballet_bea;1;;;
@donnieofthedead;5;;;
@dontpanic1955;1;;;
@donwinslow;1;;;
@douglasritz;1;;;
@dphil40;1;;;
@dqschmitt15;2;;;
@drandretti1;1;;;
@drcole12;1;;;
@drdrew;1;;;
@drg1985;1;;;
@drgrinstead;1;;;
@dsheehan123;1;;;
@dudiamsalem;1;;;
@dxiamonnddd;1;;;
@eboyanti;1;;;
@ecp408;1;;;
@edavis_Larne;1;;;
@edfenergy;1;;;
@editorji;1;;;
@edmontonjournal;1;;;
@effysassperella;1;;;
@ejtastad;1;;;
@ejwwest;25;;;
@eliszus;1;;;
@elizableu;4;;;
@elizapa09980236;1;;;
"@elonmusk""";1;;;
@elonmusk's;1;;;
@elonmusk;405;;;
@emrazz;2;;;
@emyllsomar;1;;;
@engineers_feed;1;;;
@ephemeral1107;1;;;
@eric_seele;1;;;
@ericareport;2;;;
@erinbiba;1;;;
@erlhel;6;;;
@eroticCJ;1;;;
@es2shine;1;;;
@esccroads;1;;;
@ethan_harsell;4;;;
@ewither;1;;;
@explosive_pengu;4;;;
@f1lmer;1;;;
@fagandr1;2;;;
@fagologist;1;;;
@faineg;1;;;
@fangpab;1;;;
@fark;1;;;
@fasc1nate;6;;;
@fastcow33;1;;;
@fcmfcs2019;6;;;
@fema?;1;;;
@fergustp;5;;;
@fern_60;5;;;
@fern_manny;1;;;
@fff_digital;1;;;
@fff_europe;1;;;
@fickleskittle;1;;;
@findingnature;1;;;
@finneyjnr;1;;;
@fischerfischy;1;;;
@flyosity;1;;;
@foeeurope;1;;;
@fonysoprano32;1;;;
@ford546_ford;1;;;
@formfunction;1;;;
@fox8news;1;;;
@freddie07068768;7;;;
@freedlander;1;;;
@freespeach83455;1;;;
@ftchina;1;;;
@fuckgeoengineering;1;;;
@funnysmartguy12;1;;;
@fwe1991;2;;;
@gainzy222;1;;;
@garbowski_mazi;1;;;
@garryjcarlson;1;;;
@gavsten;1;;;
@gawjus_g;2;;;
@gaybe_miller;1;;;
@genericnamehear;1;;;
@genericpanic;1;;;
@geno_kusa;1;;;
@geostylegeo;1;;;
@gerbjan;1;;;
@ggreenwald;2;;;
@gianbobbo;2;;;
@givemelotsowine;1;;;
@gjcats;2;;;
@glaser_holly;6;;;
@gledhillryan;1;;;
@glinch72;7;;;
@gmbutts;1;;;
@gobruin100;1;;;
@goddessnyx74;1;;;
@gofortigger;1;;;
@goingglocal;4;;;
@goldendayze;1;;;
@goldenmatt;2;;;
@goldietaylor;1;;;
@goldminerpulse;1;;;
@goodfoodgal;1;;;
@googlenews;1;;;
@gottlobity;1;;;
@govtdude;1;;;
@grantstern;1;;;
@greenanddwight;1;;;
@greenpeaceusa;1;;;
@gregg_lowden;1;;;
@gretathunberg.;1;;;
@groenlinks;1;;;
@gsnedeker;3;;;
@gstrandberg1;1;;;
@gtconway3d;2;;;
@guardian;1;;;
@hailshamfm;1;;;
@halomancer1;2;;;
@hamburgergarden;3;;;
@harryjsisson;1;;;
@hausfath;14;;;
@hbanhire;1;;;
@hdshelter91;1;;;
@healingwhileblk;1;;;
@healthing_ca;1;;;
@heawood;1;;;
@helen44767171;1;;;
@helgy2;3;;;
@hellotefi;1;;;
@henriziolkowski;3;;;
@henryfountain;3;;;
@heydave7;1;;;
@heyheyhab;2;;;
@hfrank6048;1;;;
@hilton_ian;1;;;
@historyinmemes;5;;;
@hitchpster;2;;;
@hodgetwins;9;;;
@hooman_baeing;1;;;
@hotpersoot;1;;;
@hova_yeezus;1;;;
@hradzka;1;;;
@hrkbenowen;1;;;
@hrt6017;4;;;
@huntress2012;3;;;
@hvgoenka;1;;;
@iSlut_;1;;;
@i___Batman;1;;;
@iabfe;2;;;
@iamcardib;8;;;
@iamraisini;1;;;
@iamsrk;1;;;
@iamtheNationUSA;1;;;
@ianbirrell;2;;;
@ianbrow97534170;1;;;
@iansmithfitness;4;;;
@ibrahimthiaw;1;;;
@ifullgaz;1;;;
@illeatyourbrain;1;;;
@imago_monkei;1;;;
@imbensnow;1;;;
@imboblayton;1;;;
@immdaly;1;;;
@imtiaz_jaleel;1;;;
@incredibleindia;1;;;
@indy_swim;1;;;
@ineptelites;5;;;
@insane_voice;9;;;
@insiggybaby;2;;;
@instinctnaturel;1;;;
@inversebrah;1;;;
@isfridayTV;1;;;
@ishaansahdev;1;;;
@isle8high;1;;;
@itisjustmebabe;2;;;
@itsJeffTiedrich;2;;;
@its_fanuel;1;;;
@its_the_Dr;1;;;
@iv_stuff;1;;;
@ivory319;1;;;
@jack_turban;1;;;
@jacksonhinklle;2;;;
@jacob_richman;1;;;
@jadedlove71;1;;;
@jakeshieldsajj;1;;;
@jakezanne;1;;;
@jamesham33045;1;;;
@janineyve;3;;;
@jarboie;1;;;
@jaybee825;7;;;
@jbhearn;3;;;
@jburnmurdoch;2;;;
@jch_of;6;;;
@jcschmieder;3;;;
@jedro_;1;;;
@jeepgirl9272;1;;;
@jeevesmybanjole;1;;;
@jefftonna1;2;;;
@jemelehill;1;;;
@jessesingal;1;;;
@jessica_kirsh;1;;;
@jessica_tyciak;1;;;
@jgorman2424;1;;;
@jgreen_1980;1;;;
@jiaqi200337;1;;;
@jill0710;3;;;
@jim_plastiras;1;;;
@jimcramer;1;;;
@jimdtweet;13;;;
@jimsafranek;2;;;
@jjlfishingmetoo;1;;;
@jjobrien29;1;;;
@jk_rowling;1;;;
@jkoff609;1;;;
@jmpailhon;1;;;
@joalofer;1;;;
@joannaccherry;1;;;
@joannemim;1;;;
@joe_possibly;5;;;
@joelcomm;3;;;
@joerogan;2;;;
@john_mcguirk;1;;;
@johnkpepper;1;;;
@johnmcternan;1;;;
@johnnyhornet59;1;;;
@johnredwood;1;;;
@johnson_wrjohn1;1;;;
@johnstretch;1;;;
@jojo49547318;1;;;
@jolenebuntinguk;2;;;
@jonathanbasso1;4;;;
@jonathanpaine2;1;;;
@jonburkeUK;1;;;
@joncoopertweets;2;;;
@jonesville;6;;;
@jordanbpeterson;31;;;
@josephjames94;1;;;
@joshryanjames;1;;;
@joshua_chupik;2;;;
@joy_korneta;1;;;
@jozzzaphen;1;;;
@jr88BRUTUS;3;;;
@jscblarblar;1;;;
@jsolomonReports;1;;;
@judah47;1;;;
@juliettekayyem;2;;;
@junebug1918;1;;;
@jurasskick;1;;;
@justagirlsdad;1;;;
@justinamash;2;;;
@justuscoakley;1;;;
@jvftz;1;;;
@jwawrzon;1;;;
@k7711_bones;2;;;
@kali8989;1;;;
@kanevato;1;;;
@kate_sponsler;1;;;
@kath21_field;1;;;
@kattenbarge;4;;;
@kay_neubert;1;;;
@kbean511;2;;;
@kede1;4;;;
@keepitwilder;1;;;
@keeweeni;2;;;
@keiligion;1;;;
@keithamccluskey;6;;;
@kelleypevans;1;;;
@kelliruston;1;;;
@kelvmackenzie;1;;;
@keyakinuthia;1;;;
@kieronryan;1;;;
@kilonzocorp;1;;;
@kimmsue70;1;;;
@kingclara47;1;;;
@kingsleynnaji30;1;;;
@kmx1974;1;;;
@kourtneelynne;4;;;
@krassenstein;2;;;
@kraywhiseheart;1;;;
@ksorbs;1;;;
@ktbeast8;3;;;
@ktibus;1;;;
@kudostim;1;;;
@ladyspat1;1;;;
@ladytoughguy;1;;;
@larryelder;3;;;
@latimeralder;1;;;
@latimes;2;;;
@latimesopinion;3;;;
@laurenboebert;6;;;
@lavern_spicer;9;;;
@le_gorafi;1;;;
@lechita0326;1;;;
@leftfielder;2;;;
@lemmabarkaloo;1;;;
@leptura1;6;;;
@lessflying;2;;;
@lexfridman;1;;;
@liardog420;2;;;
@libsoftiktok;17;;;
@lilbabygandhi;1;;;
@lilmunch_kin;1;;;
@lindyli;1;;;
@liquiddahang;17;;;
@lisahsmithlhs;1;;;
@litisequity;1;;;
@llowellw;1;;;
@lmhallml;1;;;
@lolol;1;;;
@lornaslater;2;;;
@lostandlovinit;1;;;
@lottkaren54;1;;;
@lrozen;1;;;
@luiru;1;;;
@m11308012;1;;;
@m78574;1;;;
@mac_an_ghoill;4;;;
@macaiyla;1;;;
@macheteada;1;;;
@macinthemiddle;1;;;
@macroliter;1;;;
@madisonlcarter;2;;;
@mait0sis;1;;;
@makmilo1;1;;;
@manchotperdu;2;;;
@mannarachelg;1;;;
@mano;1;;;
@mantedid911;1;;;
@marcomendicino;1;;;
@marcusnelson;1;;;
@margbrennan;1;;;
@margrazyna;1;;;
@mariherbert;1;;;
@markbenhall;1;;;
@markinkorea;4;;;
@marklevinshow;1;;;
@markp1950;1;;;
@markpoloncarz;5;;;
@marscybertruck;1;;;
@martdarv;1;;;
@martinez7jon;1;;;
@martypartymusic;2;;;
@maseo101;1;;;
@mat_schmaltz;2;;;
@matrixgoth;1;;;
@matshenricson;1;;;
@matthew_pines;2;;;
@matthew_rs;1;;;
@matthewervin;1;;;
@mattlanza;1;;;
@mattletiss7;1;;;
@mattsissons25;1;;;
@mattxiv;1;;;
@max_gagliardi;1;;;
@maxedge051;1;;;
@mbyhoff;7;;;
@mckeds;1;;;
@mearmstrong77;1;;;
@medhanarmada;1;;;
@meebs0;1;;;
@meemaw_wendy;1;;;
@megan24173859;1;;;
@melinagoranson;1;;;
@memarkyb;1;;;
@men_legends;1;;;
@mentalmal1;8;;;
@meowmixxe;2;;;
@metoffice;31;;;
@mgarcia523;1;;;
@michaelgove;1;;;
@michaeljknowles;1;;;
@michellmybell1;1;;;
@mieknathshinde;1;;;
@migueldeicaza;1;;;
@mike_lucullus;2;;;
@mike_maric;1;;;
@mikehandles1313;1;;;
@mikesayers;4;;;
@mikeslastword;5;;;
@mikethecrash;1;;;
@mimishooty;1;;;
@mindedmusically;3;;;
@minneapolisbob1;1;;;
@mintymcm;1;;;
@mirukuopp;1;;;
@mk_indy;1;;;
@mkolken;3;;;
@mmpadellan;12;;;
@mnyomb1;4;;;
"@mo02643291""";1;;;
@mogrant61;5;;;
@moholynagy9;1;;;
@molsjames;1;;;
@mom2gbd;1;;;
@mommydog67;2;;;
@mongolhan3;1;;;
@monitoringbias;1;;;
@moodsofaquarius;1;;;
@morgfair;1;;;
@mpo619;1;;;
@mr_ed_peters;1;;;
@mrbayoa1;1;;;
@msolurin;1;;;
@mssnurse21;2;;;
@mtaibbi;2;;;
@mthombothi;1;;;
@mtracey;1;;;
@mugger124;1;;;
@murrry2_26;1;;;
@mxfellner;3;;;
@my_rajasthan;1;;;
@mynameisBethS;1;;;
@mysteriouskat;6;;;
@n0leksum;3;;;
@najjar_richard;3;;;
@narendramodi;2;;;
@nazirafzal;1;;;
@nbcwashington;1;;;
@ncdave4life;1;;;
@nedryun;1;;;
@neesietweets;1;;;
@neiljmcevoy;1;;;
@neiltyson;4;;;
@nellslad;1;;;
@news4buffalo;2;;;
@newsjunky2;1;;;
@nfray20;1;;;
@nick_advice;1;;;
@nickcooper1110;2;;;
@nickhedley;1;;;
@nikkitamboli;1;;;
@nilikm;3;;;
@ninaturner;10;;;
@njbtweet;12;;;
@nmrqip;1;;;
@no2wind;2;;;
@noclador;1;;;
@nommerofcookies;1;;;
@noonenowhere39;1;;;
@norkbork1;1;;;
@notayesmansecon;3;;;
@notclosetolegal;1;;;
@nowthisnews;1;;;
@nybirdnews;1;;;
@nylgk;1;;;
@nypost;6;;;
@nyspolice;1;;;
@nytimes;9;;;
@oOPPHOo;1;;;
@oakden_wolf;5;;;
@ocschwar;1;;;
@odktiger;1;;;
@officialtripoli;1;;;
@oldtoolhound;1;;;
@omgmikeawesome;1;;;
@omsale;1;;;
@onamp;1;;;
@ondgo4fr;1;;;
@oo7MGSocom;4;;;
@opinion;5;;;
@organicdot;1;;;
@orridge_anna;16;;;
@ozzorro1;1;;;
@p28br;1;;;
@p8stie;1;;;
@p_jeanne97;1;;;
@paligap17;1;;;
@papajonspodcast;3;;;
@parents4future;19;;;
@parismarx;1;;;
@parsazx;1;;;
@pastorlocke;1;;;
@pat@mstdn.social;1;;;
@patrickbetdavid;1;;;
@patricksavalle;1;;;
@patriottakes;1;;;
@pauladamsalber1;1;;;
@paulapoundstone;1;;;
@peacher_martin;1;;;
@peblackstock;4;;;
@penguins;1;;;
@pepsimen69420;1;;;
@percbender;1;;;
@peta;1;;;
@peteratcmc;1;;;
@phd_destiny;1;;;
@pinkheretic;1;;;
@piratehaki;1;;;
@pjackson_nl;1;;;
@pjavidan;2;;;
@pjcolbeck;1;;;
@pjmuk_mk;1;;;
@planntika_;1;;;
@pmarca;4;;;
@pnjaban;1;;;
@policy_uk;1;;;
@polo_kimani;1;;;
@polyninjadude;1;;;
@ponycar06;1;;;
@pookietooth;1;;;
@poopers79381088;1;;;
@potus;3;;;
@prageru;1;;;
@primkup1;1;;;
@princetrisy;1;;;
@priscian;7;;;
@professorbriggs;1;;;
@provii8;1;;;
@pulte;1;;;
@purgatxri;1;;;
@puustinen;1;;;
@qfd_bruce;1;;;
@queeenbxx;1;;;
@questlove;1;;;
@rafay_alam;1;;;
@randallwcarlson;1;;;
@ratman720;1;;;
@ravelesm;1;;;
@rawsalerts;1;;;
@realAnilReddy;1;;;
@realDonaldTrump;1;;;
@realGeorgeHotz;3;;;
@realJohnJHoward;4;;;
@realMWO;1;;;
@realRubenSim;1;;;
@real_aahmad;1;;;
@realdavec;1;;;
@realdonald;1;;;
@realjamesgonz;1;;;
@redsteeze;1;;;
@reneesundberg;1;;;
@retrover16;1;;;
@reveIovers;1;;;
@rexglacer;1;;;
@richardtallent;1;;;
@richardwakelin3;1;;;
@richfromatl;2;;;
@richschaller54;1;;;
@rinaudo_tony;1;;;
@rinxto;1;;;
@rjohnson_ca;1;;;
@rln_nelson;7;;;
@robb1138;1;;;
@robk84;1;;;
@robo_thug;1;;;
@robsmithonline;1;;;
@rodgray;1;;;
@roger_clague;2;;;
"@romanpiso""";1;;;
@ronkonoma;4;;;
@ronwthomas;1;;;
@rosa_noctis;2;;;
@rosegar17673310;3;;;
@rozhubley;1;;;
@rsa_trucker;1;;;
@rsnoeljr;1;;;
@rubiginosa;2;;;
@ruffydfire;1;;;
@rugilandavyi;1;;;
@rulody;1;;;
@rwmacleod;1;;;
@ryangrim;1;;;
@ryans_wx;17;;;
@saberhc;2;;;
@saifedean;2;;;
@sainsburys;1;;;
@sairasameeraroa;1;;;
@salehmalrajhi1;1;;;
@saltiregers;1;;;
@sammk1964;3;;;
@sandorjohnson;2;;;
@sanjanacurtis;3;;;
@sayitnspinit;1;;;
@scherfcom;1;;;
@sciam;3;;;
@sciencewithtyus;1;;;
@scottcwheeler;1;;;
@scrowder;4;;;
@seahavenfm;1;;;
@seancasten;1;;;
@seandm69;1;;;
@seannew93780151;2;;;
@seattletimes;1;;;
@seb6s;1;;;
@sebbrown86;1;;;
@see_veee;1;;;
@sharonlambert0;1;;;
@shawnmpatterson;1;;;
@sheepsleepdeep;2;;;
@shellyt561;3;;;
@shicks_sam;1;;;
@shimjelly;1;;;
@sho_fliteinvest;1;;;
@shrekvivre;1;;;
@shuma0963;3;;;
@siddharthkara;1;;;
@sideen_dan;1;;;
@sign__languages;1;;;
@simonharris_mbd;1;;;
@sirDukeDevin;2;;;
@sixfootcandy;1;;;
@skdh;11;;;
@skiffprivacy;1;;;
@slinkescouse;1;;;
@sm1invincible;1;;;
@smithcr01;1;;;
@sniffyfoot;1;;;
@sophielouisecc;4;;;
@sound_hologram;1;;;
@spann;1;;;
@spectator;2;;;
@spikestabber;1;;;
@sportingking365;1;;;
@ssw560lab;1;;;
@starkicus;1;;;
@stats_feed;6;;;
@stefan66x;1;;;
@steffenhe;1;;;
@stephen822004;2;;;
@steveat31545038;1;;;
@stillgray;13;;;
@stilling_time;1;;;
@stone_toss;4;;;
@storyfireapp;1;;;
@strummaster42;1;;;
@stufordyce;2;;;
@subrataNE;1;;;
@sumitomedia;1;;;
@sushi_ginger1;1;;;
@sushil_pm;1;;;
@svenriedel18;1;;;
@sw_hi_coo;1;;;
@swcrisis;6;;;
@tRick_the_only;3;;;
@t_ftop;1;;;
@taadelodun;1;;;
@talipes;4;;;
@talliedar;1;;;
@tallnblonde1;3;;;
@talltidefan;2;;;
@tan123;3;;;
"@taokarim2000""";1;;;
@teddybearaholic;1;;;
@telecomsreg;1;;;
@tene;1;;;
@tensu77;1;;;
@terryb600;1;;;
@teslaownersSV;2;;;
@texansgal;1;;;
@teymoornabili;6;;;
@theCCCuk;1;;;
@theJagmeetSingh;1;;;
@theMRC;1;;;
@theProgEqualist;1;;;
@the_boring_dad;1;;;
@theclipperslim;1;;;
@thegingerdame;1;;;
@thehill;1;;;
@themanupstairz;1;;;
@theoutec;6;;;
@therealrukshan;2;;;
@theserfstv;1;;;
@thesonofstan;1;;;
@thevivafrei;2;;;
@thummarukudy;1;;;
@tickman6;1;;;
@timfprice;3;;;
@timstarr2001;1;;;
@tintreg;1;;;
@tippy2k2;1;;;
@tjhutchings71;1;;;
@tjmurphy501;1;;;
@tmi3rd;1;;;
@toadmeister;5;;;
@toddynd;10;;;
@tomS95506859;3;;;
@tomaxlu;1;;;
@tomborelli;1;;;
@tomoprater;3;;;
@tomselliott;1;;;
@tonipremium;1;;;
@tonyannett;2;;;
@totallyengaging;2;;;
@toughtalkty;1;;;
@trader1sz;1;;;
@trussliz;3;;;
@truthnotkind;1;;;
@ttyEngland;1;;;
@turismormurcia;1;;;
@tweetMalena;1;;;
@twobitidiot;1;;;
@tychox;1;;;
@tyrelle123;1;;;
@ubique60;1;;;
@udreams30;1;;;
@ufoefighter007;1;;;
@unimockups;1;;;
@universal_sci;1;;;
@unusual_whales;2;;;
@upblissed;1;;;
@uraniumpill;1;;;
@usaf__vet;1;;;
@vanessa_vash;4;;;
@variegated2;3;;;
@venom1s;1;;;
@vikings_co;1;;;
@vikramchandra;1;;;
@vkgavg;1;;;
@vnorian;5;;;
@voicemorgantown;1;;;
@voxdotcom;1;;;
@w_terrence;1;;;
@wanderer_jasnah;1;;;
@warmachineofdio;1;;;
@warmachineofgod;3;;;
@washingtonpost;3;;;
@wattsupwiththat;4;;;
@waxliberty;3;;;
@wealdendistrict;1;;;
@weatherbell;3;;;
@weatherchannel;3;;;
@weatherchannel.;1;;;
@weberj502;1;;;
@wef;3;;;
@weirdterrifying;3;;;
@west_awake1;2;;;
@westhamfootball;1;;;
@whatgives1313;1;;;
@wil_da_beast630;3;;;
@williamlegate;1;;;
@wjack76995;1;;;
@wlbeeton;6;;;
@wo44971190;1;;;
@wokesocieties;1;;;
@woonomic;3;;;
@wsquared43;1;;;
@wyonaf;5;;;
@xXMediaSuxAssXx;1;;;
@xojex;1;;;
@xqwapologist;1;;;
@xxghostface420;2;;;
@yaboynancy;1;;;
@yaf;1;;;
@yeg_sewer_rat;1;;;
@younggreenparty;1;;;
@yourmomswatchin;1;;;
@zenx;2;;;
@zerglnft1453;1;;;
@ziggystardogs;1;;;
@zippkode;2;;;
