Date,User,Tweet
2022-02-28 23:45:36+00:00,teslasdude,"@TeslaAndDoge My girlfriends children who are in there 30s say that Elon needs to talk more about global warming??? I have another friend who says that star link is putting out 5G and she’s allergic to it, so she doesn’t like Elon because of that. And the richest in the world as well. 😂🤣😂🤣"
2022-02-28 23:45:23+00:00,Sir_Adeeyy,"@OnoruCyril @Lionheart_147 @DanielRegha Oga this one has nothing to do with high horse😂.

What is the Government doing on their part to mitigate the issue of global warming? Is there even any other alternative &amp; cheaper solution to electricity supply asides from Generators?"
2022-02-28 23:44:51+00:00,LucyCormack,"Premier @Dom_Perrottet says:
-1000 #NSWFloods rescues
-6000 calls for help 
-40,000 subject to evacuation order
-300,000 evacuation warning
-Cwlth Natural Disaster Declaration for 17 council areas"
2022-02-28 23:43:49+00:00,Thenativecat,"#NSWFloods #qldfloods 
A reminder.
Australia is a country of ""droughts &amp; flooding rains.""
Add in the extra energy of global warming &amp; this is the climate change future happening right now.
If you don't adapt to it, the economy will suffer greatly. It's not a ""one off"" catastrophy"
2022-02-28 23:43:22+00:00,lennartreus,@selectedwisdom I like all the let's give nuclear war a try sentiment on the day the IPCC released a dire report on global warming. Really instills confidence in the future.
2022-02-28 23:42:48+00:00,karkibn,"+An anxiety problem that develops in some people after extremely traumatic events, such as combat, crime, an accident or natural disaster. People with PTSD may relive the event via intrusive memories (APA, 2019)"
2022-02-28 23:42:35+00:00,banzai9,Scanning the IPCC report on global warming to see if they calculated in the Nuclear Winter numbers.
2022-02-28 23:42:26+00:00,FootballExpert,"@GovRonDeSantis @FLGuard Florida, good luck dealing with global warming without the federal government."
2022-02-28 23:41:37+00:00,lennartreus,@mtaibbi I like all the let's give nuclear war a try on the day the IPCC released a dire report on global warming
2022-02-28 23:41:25+00:00,EroticaGood,"@apetrusk He's right. Nothing to worry about. The fallout clouds will fix global warming and some mammal somewhere---perhaps brown rats---will spend 65 million years evolving into a better ""intelligent species""."
2022-02-28 23:40:25+00:00,goIdeneggs,hii so do any of you guys know how to not see news on my trending tab to my side?? cuz i dont wanna see global warming shit right now 😁😁😁 /neg
2022-02-28 23:40:04+00:00,willard2022,@Jrbek8 @GiantGringo @ChristianWalk1r They don’t think nuclear war will impact global warming.
2022-02-28 23:39:52+00:00,AxLizzie,"@AngryBlackLady I sometimes just buy a 3 pound salmon filet and have sake don until it runs out, so I can see absolutely no down side to what you're suggesting. And upside? Having gills would be awesome and also help as global warming reduces dry land."
2022-02-28 23:39:44+00:00,ECOTerminator,"Greetings useless creatures. If each one of us does our bit, we will be helping to keep global warming from harming our countries. OH BROTHER"
2022-02-28 23:39:39+00:00,philpiv,@MollyJongFast @ChrisWragge Next time you have a natural disaster in FL don’t call the President for help.
2022-02-28 23:39:03+00:00,lennartreus,@HeerJeet You think Putin started the war to bury the IPCC report? Having to worry more about the immediate downfall of human civilization by nuclear war instead of the slow decline by global warming?
2022-02-28 23:38:58+00:00,beerbeIIydancer,@jonathonreilly @JetBlue oof 😩 such a cluster. I'm crossing my fingers that trip insurance will cover mechanical issues; They were skeptical since it wasn't weather/illness/natural disaster-related but like... come on. It's not free to stay two extra days. Best of luck with your travels!!
2022-02-28 23:38:45+00:00,Connectionary,"@arthurwatkins @NATO Worst case scenario: it will end overpopulation, stop global warming, clean weaklings out of the gene pool and solve Russia. Win-win-win-win. The direction of our country is so degenerate, I rather like the opportunities WWIII presents."
2022-02-28 23:37:54+00:00,Jess_Panegyres,"This is not a game, it's not just ""political"", it's not abstract. This is a whole heap of people &amp; places in my home that are already suffering from climate change, and whose suffering will increase if we don't act. We can limit global warming by halving emissions this decade."
2022-02-28 23:37:52+00:00,PixieCav,"@MrStackman @annatime94 So first it was drought caused by global warming, and it was never going to rain again, now it's floods. That's how you know it's a fake theory."
2022-02-28 23:37:42+00:00,deejaymcguire,"@SailorHaumea NFZ where Russia already operates basically means we solve global warming with nuclear winter.
But I can't see why NFZ in Lviv and the west is a bad idea.Russia isn't there yet but our supply routes are and it would protect the government in Lviv if it has to escape Kyiv."
2022-02-28 23:36:43+00:00,maggs2022,"Last night i watched a movie.
I laughed so hard.
Maybe u can guess why!
Hint:
The movie: 2004 The day after tomorrow.
Anyone want to take a guess as to why I was laughing?
Heres a clue...
2001 summit - global warming.
2022 called it - climate change.

So not a new concept huh!"
2022-02-28 23:36:11+00:00,PixieCav,"@annatime94 You need to realize that all that global warming stuff is dead. It only ever applied to the west, and they suddenly realise that they actually desperately rely on fossil fuels."
2022-02-28 23:34:32+00:00,918from216,"@SanPen1 @BenjaminRamm Because dumpster fires a loud mouths get all the attention.  How many positive, feel good stories make the daily news?  All you see is wars, police shootings and crime reports. Oh and natural disaster footage."
2022-02-28 23:33:28+00:00,Neanderthal55,"@Stephis_world According to Kerry, global warming is still our greatest threat. I wonder if he knows how hot exploding nuclear weapons are? 🤔"
2022-02-28 23:33:19+00:00,Sidewithsense,@TheLaurenChen That’s what I was thinking. No humans no global warming
2022-02-28 23:32:55+00:00,Future_Panda,"@Phil_Zylstra In the actual throes of a natural disaster you need a highly localised well trained crew that can meet need. Our SES has people on the books but few who turn up, the expectations of volunteers is huge, anyone with family commitments or a full time job has a hard time commiting."
2022-02-28 23:32:14+00:00,79Saints,"@CorbyAmos @ajzeigler I swear, I just saw Anna’s post, and thought, “either there will be a reversal of global warming, or overpopulation reduction spin”… So sorry to be right (again) about the extremists."
2022-02-28 23:31:54+00:00,gavinmyaz,"@kevinobriencha1 I am really in favour of nothing concrete. I think concrete is bad for the environment, causes global warming, is used and loved by mostly eurocentric and westernized men who feel they can run roughshod over all."
2022-02-28 23:31:41+00:00,z_gorley,@JakeLovesSTL global warming for the win
2022-02-28 23:31:40+00:00,Babymoon_5,I view  global warming an the earth as a cake if I’m not gonna be around to have the cake why should anyone else??
2022-02-28 23:31:28+00:00,ECOTerminator,"I hate you already, but check this out. Global warming isn't a prediction. It is happening. It's so simple,"
2022-02-28 23:31:21+00:00,mikefichera,"@Robert_E_Kelly The rasputista - still a little early for that, but maybe global warming pushed the timeline up a little."
2022-02-28 23:30:15+00:00,michael_juzwick,"When the 4th Angel of Revelation chapter 16 verses 8 &amp; 9 pours out his vial upon the Sun the Earthlings who refused to repent will see some major GLOBAL WARMING  - CLIMATE CHANGE for sure. Not by what mankind does, but by God's wrath on them. RT -"
2022-02-28 23:29:46+00:00,TCL414,@rubythevalley Camilla Cabello caused global warming
2022-02-28 23:29:44+00:00,YourNeighbor57,"@GovRonDeSantis @FLGuard And yet, the next time a hurricane or other natural disaster hits Florida, President Biden and all Democrats in Congress will make sure Forida gets the federal support it needs. Why? Because Democrats understand that we are one nation. We support each other. #VoteBlue2022"
2022-02-28 23:29:02+00:00,BundyTheCurious,@mattyglesias So the media have found a solution to global warming?  :Head spinning:
2022-02-28 23:28:58+00:00,SoupDra48504239,@BarristersHorse Hey Gazza. Do crisps (chips) cause global warming? I bet the do.
2022-02-28 23:28:52+00:00,keithslater5241,@MancPictures @tonyhusband1 So that's where the hole in the ozone layer went all we need to do is turn the global warming down a notch or two!
2022-02-28 23:28:52+00:00,michael_juzwick,"@snickelsagoo @vixin757 When the 4th Angel of Revelation chapter 16 verses 8 &amp; 9 pours out his vial upon the Sun the Earthlings who refused to repent will see some major GLOBAL WARMING  - CLIMATE CHANGE for sure. Not by what mankind does, but by God's wrath on them. RT -"
2022-02-28 23:28:51+00:00,michael_juzwick,"@snickelsagoo @vixin757 When the 4th Angel of Revelation chapter 16 verses 8 &amp; 9 pours out his vial upon the Sun the Earthlings who refused to repent will see some major GLOBAL WARMING  - CLIMATE CHANGE for sure. Not by what mankind does, but by God's wrath on them. RT -"
2022-02-28 23:28:21+00:00,nadinebh_,"Global North: *spend centuries fighting each other, colonise the world, start two world wars, start catastrophic global warming, build up enough nuclear weapons to end the world*

Also the Global North: Look how much more civilised we are than the Global South, lol! x"
2022-02-28 23:27:19+00:00,kwpledger_,Do you think maybe nuclear winter will counteract global warming? 🤔
2022-02-28 23:26:31+00:00,DemocraticAGs,"-Mosquito-borne diseases like malaria are spreading into new areas because of rising temps.
-Half the world’s population faces severe water scarcity at least part of every year.
-Global warming-exacerbated heat waves have killed hundreds of people in North America. 8/"
2022-02-28 23:26:17+00:00,Katgingerbear,"@ChiefKeithog @JuliaDavisNews Well, I sure don't know the technical stuff. But nuclear winter should solve the global warming problem.
(Yes, I've been told I have a sick sense of humor.)"
2022-02-28 23:25:49+00:00,MARK_IS_DONE,"@TeaTheKook Literally fighting against global warming and this is what I get 🙄🙄 Someone hasn't been watching the news 🤨 By 2040 we are FUCKED, have you heard?? All because of pilot Stolas 😒"
2022-02-28 23:25:46+00:00,harrys_hiatus,He is coming up with a tweet about the dangers of global warming
2022-02-28 23:24:24+00:00,AliceGrewUp,"@Minasota6 he did film with Tommy on Thursday for the Natural Disaster thing, so I don't think its been as long as we think"
2022-02-28 23:24:17+00:00,capois_xx,@holemac1 @EoinHiggins_ @RichardEngel I honestly thought global warming was going to be the thing that took us out; I forgot all about Putin and his deadly toys
2022-02-28 23:22:35+00:00,JulieWilliams81,@Logisticsau @JJKALE2 So you're saying what? Carbon fuelled global warming doesn't exist?   Its not affecting our climate and our weather patterns?
2022-02-28 23:22:29+00:00,pondero60943260,"@SquizzSTK Good to see the LNP staying on brand, politicking through a natural disaster."
2022-02-28 23:22:27+00:00,pauladamsalber1,"@GlennCarr6 @OscarsWild1 @IngersolRobert @jimdtweet @priscian @BubbasRanch @james_keil @Moderna5G_666 @MedBennett @UvMeter @Kenneth72712993 @Michael_D_Crow @joe_possibly @Canadianworker2 @MikeDel21893959 @rln_nelson @ejwwest @Militant_Gnomes @Hakimi45926227 @HalBrow68884227 @NoelTurner194 @Marcusgibson @StormSignalSA @wlbeeton @keithamccluskey @Gladfly1 @WayneAllanH @AGWIsHappening @amcelha3 @RobMeekel @RidaAller @borngeek @robhon_ @BrknMan @TommyG35138533 @JimBlack48 @MichaelEMann @Stephen90045069 @njbtweet @Michael01172716 @Barbarajdurkin @Narvuntien @LogicalAtheist3 @MephistoTabern1 @JohnDublin10 @RijpeW @AristotleMrs @GerardMLaw @fergy1999 @Tcaddy5 There's that word again ""ice""!

A time on earth with ice. 

An ice age!

Can't argue global warming in a co2 starved ice age!"
2022-02-28 23:22:07+00:00,RickMar90291445,@OccupyDemocrats @Flag19591 I hope he remembers this after the next natural disaster hits Florida and he asks for federal help!
2022-02-28 23:21:48+00:00,ECOTerminator,Hear me out. Global warming isn't a prediction. It is happening. Don't forget I'm superior.
2022-02-28 23:20:54+00:00,Anthony36841651,@NicholasDanfort The sweet fallout will nip global warming right in the bud. Problem solved. Plus humanity will be met negative in emissions. Mother earth will rejoice.
2022-02-28 23:20:52+00:00,RumpoleinUSA,"@TeamSmithforNH So more global warming, climate damage, no new ideas. Good job Mr. Smith will not be going to Washington"
2022-02-28 23:20:30+00:00,flutesofthechi,is it wrong that i’ve been having thoughts that nothing really matters because we’ll die from global warming anyways
2022-02-28 23:19:59+00:00,probablyclass,"""In a crisis - supply chain problems - due to natural disaster or geo-political conflict our supplies could well be cut off. If Marsden closes the carbon emissions profile will simply be transferred to Asia and increased through more tanker movements"" @SocialCreditNZ called it"
2022-02-28 23:19:26+00:00,listen2donald,It's really cold outside... We could use a big fat dose of global warming.
2022-02-28 23:19:24+00:00,endlessjoe,"Now that I’m nearly 40, I use all the extra time it takes to pee to think about global warming"
2022-02-28 23:19:21+00:00,MumfordSa,@vogdaddy98 @AP Not fear mongering - more desperately wanting people to realise this is happening now and if we don't act and change our ways we will reap the impact of irreversible climate change and global warming. You should be scared!!!!!
2022-02-28 23:18:45+00:00,louiselnelson91,"@GovRonDeSantis @FLGuard Please remember your words when the next natural disaster hits FL.
You won't help the nation then the nation won't help you."
2022-02-28 23:18:02+00:00,FKrinkle,"@GovRonDeSantis @FLGuard Next time some natural disaster hits Florida, and there will be another one, don't ask for any federal aid, DeSantis."
2022-02-28 23:16:51+00:00,kai_fromyt,@1ceStream @Respawn It must be global warming . It melted their servers.
2022-02-28 23:16:41+00:00,quinntf,"#politicizedScience
How long will it take for everyone to realize that the government has politicized all science, not just medical. How are you feeling about the global warming models compared to the pandemic models?"
2022-02-28 23:15:23+00:00,JustineTurdo,@tartarian333 @WChrisNunn I have tried. You can't cross the border by car and due to the other scam of 'global warming' you can't cross the Bering Strait in winer on foot as it no longer freezes properly  - Canada is basically one giant gulag ruled by a woke #BlackfaceHitler
2022-02-28 23:14:47+00:00,ArtSavants,"@skofarrell @GovRonDeSantis @FLGuard This guy sealed his fate, now I am convinced he will never be president. Good riddance. (Imagine he doing that to a neighbor state in a natural disaster). As a Florida voter, he totally lost mine."
2022-02-28 23:14:33+00:00,joeyde18,"Biden has taken a page out of Barry's book and turned the USA into following apologetic nation ! His administration is a disaster , follow these people and u won't have to worry about global warming because our nation won't exist!"
2022-02-28 23:13:32+00:00,BuettnerRick,@FOX9 Global warming
2022-02-28 23:13:15+00:00,dianestone426,@GovRonDeSantis @FLGuard Just remember when you need help from the FEDS again for one of your freakin hurricanes. And you will need the help with global warming slamming the state of Florida! Good luck!!!
2022-02-28 23:12:38+00:00,ECOTerminator,"I hate humans. I would like nuclear fusion to become a practical power source. It would provide an inexhaustible supply of energy, without pollution or global warming. stoopid"
2022-02-28 23:12:00+00:00,tokonimichael,i finally believe in global warming
2022-02-28 23:11:28+00:00,colmanos,"The poorest who contribute least to global warming already feel the worst effects of climate change &amp; the more climate changes the more that injustice will multiply- our lifestyles are unsustainable, need to change radically &amp; quickly to meet this challenge- now not in the future"
2022-02-28 23:11:28+00:00,colmanos,We are destroying nature but we cannot limit global warming without nature- we will need to massively expand and protect wild areas and our defences against the consequences of climate change will need to work with nature or risk making things worse
2022-02-28 23:10:53+00:00,JaysDad80,"@awg_allan ya, could use a little global warming in YGK."
2022-02-28 23:10:33+00:00,bankrpt_captlst,"@PoliticusSarah And after the next natural disaster in Florida, he’ll be pleading for federal aid"
2022-02-28 23:10:13+00:00,wic_david,"DeSantis said he will not send the Florida National Guard to DC. There is no need to have them there for the SOTU address as there is no reason to have any extra security in DC.

Pulling the 'what if we would not have FEMA...' crap after a natural disaster is shit, you know that!"
2022-02-28 23:09:46+00:00,Lucy13419277,"@climate Global warming is somthing that effects us all yet our governments would rather fight over who can get the most resources.
The technology is here already, we have enough smart people to take on this task @elonmusk is on the right track but why leave a plannet that needs saving."
2022-02-28 23:09:45+00:00,SamwiseTheDrunk,@GovRonDeSantis @FLGuard Cool I hope your next inevitable natural disaster FEMA request gets denied.
2022-02-28 23:09:30+00:00,TonyBrunoShow,@sczerzenie @selectedwisdom So dropping Nukes would be good for the environment and stop Global Warming too?
2022-02-28 23:09:05+00:00,Zia_Correa,"NPCs went from wear your mask to save me! to could a nuke war be the answer to global warming?

lol"
2022-02-28 23:09:00+00:00,CarolinaThinks,"@PRider1980 @TheMattRing @RealLion33 @Passthisway44 @AConcernedPare2 It does go away magically. Trust me. I’ve lived through a natural disaster.

Covid disappears. Poof.💥"
2022-02-28 23:08:50+00:00,BillShe72961500,@chefgabrial1 @LuisMoranTX @JoeBiden Wrong puppet trump claimed no wars great world economy no global warming believed Putin over America made these claims to UN and they all laughed at him he didn’t expect that response he thinks everyone’s like his cult believing everything he says
2022-02-28 23:08:39+00:00,hmberents,"@emma_hutchison @BrentJSteele1 So glad you could get there, Emma. What a stressful time for you and others managing this natural disaster to try and access necessary care. Take care"
2022-02-28 23:08:22+00:00,SamHous40215480,@UDunningKruger @shadihamid Cause of global warming I'm sure!
2022-02-28 23:07:43+00:00,alcue_c,@TheUSASingers The global warming hoax.
2022-02-28 23:07:30+00:00,Harclubs1,"@tom_tanuki You lefties, mate, fair dinkum. Going off at any old natural disaster just because it endangers the lives of thousands of Australians."
2022-02-28 23:07:21+00:00,GoslinTodd,"@3k_ Brought to by the authors of ""Spontaneous Combustion,  It's Not As Bad As You Think"" and ""The Upside To Global Warming """
2022-02-28 23:07:01+00:00,jbrown11871,"well might as well party on as republican denial of global warming and climate change along with their 20 years of obstructing any meaningful response to it are now useless. On Monday the IPCC stated many of the impacts of global warming are now simply ""irreversible""."
2022-02-28 23:06:57+00:00,meg_vann,Can we please include First Nations experts and Indigenous knowledges in natural disaster reporting? Hearing colonial locals say “I’ve never seen anything like this” is one thing but what about comments based on thousands of years’ memories #bnefloods @abcbrisbane @RadioNational
2022-02-28 23:06:39+00:00,RobertPalaschak,@GovRonDeSantis @FLGuard So you're going to return all the Federal Aid your state has received for any natural disaster in the last decade right?
2022-02-28 23:05:57+00:00,TheBigAussie1,"@JaneCaro Let's stop blaming all major weather events on global warming.
In Queensland, an unusually strong ""La Nia"" has caused devastating floods. It's not climate change causing the current weather event."
2022-02-28 23:05:07+00:00,othertomahern,"George Lucas prepared us for how to react. Jedi or Sith? Please, my country, side with the Jedi NOW. Put my tax dollars to work NOW ... against a Putin-Sith-verse armed with fear and aggression. If we win this one, maybe THEN we have some vague shot at countering global warming."
2022-02-28 23:04:44+00:00,NucMM1retired,@kimmie_c_ “The Biden administration has solved global warming through nuclear winter.”  CNN most likely.
2022-02-28 23:03:38+00:00,gabriel_mathy,@SMTuffy nuclear winter fights global warming
2022-02-28 23:03:35+00:00,jrkhnt,@bruce_haigh Come on Bruce there's an election coming. Remember when it was called Global Warming? To harsh apparently.
2022-02-28 23:03:33+00:00,ajfink12,"Peaceful demonstration for #freedom vs natural disaster? Fair comparison? BS. Some are wondering? Nothing to see here. MSM is trying to manufacture conflict and controversy for clicks, again. #Fear #Control #FreedomConvoyCanada2022 #convoy #FreedomConvoyCanada #convoynz2022"
2022-02-28 23:02:57+00:00,theeglamnaija,"It’s crazy how we’re just expected to continue going on as normal despite everything happening in the world. Global warming, pandemic, war, inflation, and we still gotta worry about bills &amp; maintaining ourselves on top of all that?!?!"
2022-02-28 23:02:54+00:00,Stevie888Craig,"@RealMarkLatham Not only shocking opportunists Mark but shocking liars. It was not long ago they would not let up on telling us about ""global warming"" but when that proved to be false they got on the climate change bandwagon. Totally irrelevant both of them."
2022-02-28 23:02:26+00:00,thazodiak,"@GovRonDeSantis @FLGuard When some natural disaster happens in your state in the next few years, I hope you're not cowardly  enough to ask for federal aid. #Hypocrite"
2022-02-28 23:01:52+00:00,FacebookerMK1,"@itsJeffTiedrich @SarahSpencerPol @GovRonDeSantis @FLGuard Hopefully @POTUS @JoeBiden won't remember this when Florida comes begging him for aid after their next hurricane/natural disaster. But then again, Biden would still do everything possible for the people of Florida, b/c that's the right thing to do, even if their Gov is an a'hole!"
2022-02-28 23:00:59+00:00,AGloveBox,"@AlexanderPayton Nuclear winter cancels out global warming, right?"
2022-02-28 23:00:17+00:00,AfkaQualls,"While the acute experiences of global warming in the U.S. are plentiful, they are mired in the same contrarian discourses. These discourses came to a head in the PNW in the summer and fall of 2020, when wildfires were ascribed to coordinate arsonists: a conspiratorial lie. 8/"
2022-02-28 23:00:01+00:00,RuckRuck2020,@InHarmsWay19 @getnickwright Remember when they convinced us all that using paper was causing global warming and we needed to switch to plastic.  Classic.
2022-02-28 22:59:51+00:00,CronkeyJipples,@Cathy_Eggplant @mcerror4 @Eloras_clownary If you could end global warming by killing yourself its a worthy sacrifice
2022-02-28 22:59:37+00:00,bitcoinpanda69,"When bitcoin is bullish it is simply a store of value that is permissionless - unrivaled both in cultural moat and in ability to give financial sovereignty back to the people

and when it's bearish it is a principle cause of global warming and enables criminals to buy drogas"
2022-02-28 22:59:16+00:00,Kvetscher,"Refers to issues like global warming as important, we need all our might to focus on those issues. Well said, Chile!! Meeting adjourned until tomorrow."
2022-02-28 22:59:12+00:00,easy45869805,@shemsikreshaa Global warming
2022-02-28 22:59:09+00:00,October2417,@GovRonDeSantis @FLGuard I hope he returns the favor when Florida is hit by the next natural disaster.
2022-02-28 22:58:53+00:00,tamaraklomp1,"@abcnews What outside temperatures can nuclear power plants withstand before they go critical,genuine question as there are 440 currently in operation world wide,they shut down in cold weather as shown in Texas but how about hot weather…we already know natural disaster cause issues"
2022-02-28 22:57:50+00:00,WPaulJones2,@GovRonDeSantis @FLGuard You going to call Putin for help with Florida's next natural disaster?
2022-02-28 22:57:00+00:00,USWeatherExpert,"@ForeskineBowles @DailyMailCeleb He is a giant hypocrite. 

He told the UN we need to do everything we can to stop global warming but flies in a private plane."
2022-02-28 22:56:39+00:00,kaylawhaikawaf,"Middle of a global pandemic, world war 3 popping off &amp; theres a new natural disaster everyday? You cant tell me this isnt end days 😂"
2022-02-28 22:56:04+00:00,nkdaydreamer,"Also look at weather forecast....how many storms has UK had in last fortnight ect this is to do with global warming, Then bad flooding in #Australia right now ect .We need to move away from GAS . Ps wind farms at sea are beautiful in odd way ."
2022-02-28 22:56:01+00:00,Raf_Gomez,@IrreverentOtter The left has been enamoured with population control for some while. Nothing helps slow global warming like wiping a few hundred million people off the planet. Imagine all the greenhouse gas emitting cars and industry that would vanish in a blink of an eye.
2022-02-28 22:55:19+00:00,459c9799a43e485,"@GovRonDeSantis @FLGuard Biden needs 'protection' from an imaginary threat or false flag operation? Sad, that some people don't know the difference between a natural disaster that effects innocent citizens &amp; a political stunt by Dems that wastes time &amp; resources. Governor DeSantis knows the difference."
2022-02-28 22:54:45+00:00,tayloranton89,@UberFacts Global warming
2022-02-28 22:54:44+00:00,TheUSASingers,"I guess Ron DeSantis didn’t read the latest IPPC climate change report about the irreversible impact of global warming.

That stupid selfish greedy fascist bloated dumbass racist bigoted anti-science traitor prick is gonna need FEMA on speed dial."
2022-02-28 22:54:30+00:00,lisabee165,@SarcasticCupcak Yeah because refusing unnecessary national guard troops to protect the President from the American people flexing their first Amendment rights is the same as fed dollars to innocent ppl after a natural disaster. #LiberalLogic
2022-02-28 22:53:50+00:00,nylgk,@AmoneyResists @bully4me16 Biden needs to return the favor next time a natural disaster hits FL.🤬🤬🤬🤬
2022-02-28 22:53:45+00:00,boondockphish,"@FrankJannuzi @davidmweissman @GovRonDeSantis You’re looking for the people of Florida to suffer from a natural disaster? 

“Unity” lmao"
