,Tweet,Date,Year,Month
100028,The most alarming sign of global warming Kids trick or treating in shorts and flip flops in Massachusetts Back in my day we needed to fit our costumes over a snowsuit shakes fist at the moon,2022-10-31 23:42:05+00:00,2022,10
100029,,2022-10-31 23:41:44+00:00,2022,10
100030,then they will rise back up All a political game Wonder what happens when and if reserves are needed for a true natural disaster or a national emergency,2022-10-31 23:41:19+00:00,2022,10
100031,,2022-10-31 23:40:30+00:00,2022,10
100032,My God Im so lonely So I open the windowTo hear sound of people To here sound of peopleVenus planet of love Was destroyed by global warming Did its people want too much too Did its people want too much,2022-10-31 23:39:20+00:00,2022,10
100033,but I think its a con trick and they mix it all up and send it abroad to be dumped at sea global warming was invented as a smoke screen by the people making billions from sending all the factories to Chin,2022-10-31 23:39:19+00:00,2022,10
100034,This powerful symbol was chosen to underline the seriousness of the danger facing the French population at a time when no significant measures have been taken by the government to stop global warming Last Renovation wrote on Twitter,2022-10-31 23:39:05+00:00,2022,10
100035,Hey dummy Given the scale of issues like global warming and epidemic disease we shouldnt underestimate the importance of a cando attitude to science rather than a cantaffordit attitude now shoo,2022-10-31 23:38:53+00:00,2022,10
100036,,2022-10-31 23:37:46+00:00,2022,10
100037,Hope it isnt global warming though,2022-10-31 23:37:28+00:00,2022,10
100038,,2022-10-31 23:36:00+00:00,2022,10
100039,Just found out that Ardern went to the Antarctica to see a research for the global warming NOT an anniversary as i heard of the news,2022-10-31 23:35:54+00:00,2022,10
100040,CovidGlobal WarmingChinaAsteroids with a 1000 year impact prediction,2022-10-31 23:35:39+00:00,2022,10
100041,s a Big Lie eg global warming climate change overpopulation Covid youll find the fingerprints of the Rothschild and Rockefeller families all over it,2022-10-31 23:34:17+00:00,2022,10
100042,,2022-10-31 23:34:15+00:00,2022,10
100043,t either party create a decent energy policy Right says global warming does not exist left says stop using oil even before we have a replacement,2022-10-31 23:33:17+00:00,2022,10
100044,already started on the downward spiral when ExxonStandardOil knewand DENIED they knewthat burning fossil fuels is directly linked to global warmingclimate change,2022-10-31 23:31:48+00:00,2022,10
100045,Global warming is centrist,2022-10-31 23:31:28+00:00,2022,10
100046,Was ten times higher in jurassic times than it is today,2022-10-31 23:31:22+00:00,2022,10
100047,famine natural disaster or something of that nature will use it not just anyone who fancies a better life If I turned up in Sydney with my flip flops and board shorts and asked for,2022-10-31 23:31:01+00:00,2022,10
100048,Working in Walsall BirminghamAir con working and neededIts basically November btwBring on global warming,2022-10-31 23:29:37+00:00,2022,10
100049,very afraid because as global warming worsens and wars continue to destroy places there are going to be far far more refugees looking for safety,2022-10-31 23:28:58+00:00,2022,10
100050,these summers are the coldest and wettest on record in the southern hemisphere and the winters are also the coldest Rains every 3 days or so If the impact of global warming was 6x greater then wed still have temperature increasing,2022-10-31 23:28:27+00:00,2022,10
100051,s higher up in the troposphere Also co2 concentration has increased from 250ppm to 400ppm which is causing global warming,2022-10-31 23:28:13+00:00,2022,10
100052,I dont fucking understand global warming without saying I dont fucking understand global warming,2022-10-31 23:27:06+00:00,2022,10
100053,venus planet of love was destroyed by global warming did its people want too much too,2022-10-31 23:27:02+00:00,2022,10
100054,Thank God for Global Warming,2022-10-31 23:26:50+00:00,2022,10
100055,,2022-10-31 23:26:36+00:00,2022,10
100056,s no such thing as global warming it has been proven wrong quit listening to the fear porn,2022-10-31 23:26:30+00:00,2022,10
100057,venus planet of love was destroyed by global warming did its people want too much too did its people want too much,2022-10-31 23:25:17+00:00,2022,10
100058,Venus planet of love was destroyed by global warming,2022-10-31 23:24:26+00:00,2022,10
100059,Yes of course global warming but this excess,2022-10-31 23:22:09+00:00,2022,10
100060,,2022-10-31 23:21:32+00:00,2022,10
100061,I forget,2022-10-31 23:20:48+00:00,2022,10
100062,You always manage to shoot yourself in the foot while trying to appear clever Even if warmer winters did benefit UK you ignore more incidence of extreme wind rain you completely fail to understand that global warming increases area of world not able sustain habitation 12,2022-10-31 23:20:07+00:00,2022,10
100063,Then leaving the us vulnerable to a natural disaster or war,2022-10-31 23:19:39+00:00,2022,10
100064,Help people by making life more affordable Vehicles that everyone can afford Develop solar and wind power to slow global warming Design energy efficient affordable homes After you get this done check back for more of my ideas,2022-10-31 23:18:32+00:00,2022,10
100065,S ACTUALLY GLOBAL WARMING JOE JOE,2022-10-31 23:17:59+00:00,2022,10
100066,One dude is filming a sad man at a resteraunt without his permission before broad casting him for a million views Another person is pasting groovy music upon a video of a massive road traffic accident natural disaster,2022-10-31 23:17:35+00:00,2022,10
100067,t he help the UK scene get the creeps out of there before natural disaster struck I feel as if the UK scene was already on its last dying breath by the time the fed got its hands on it Plus he cant even kill the Japanese scene AT ALL because its literally second biggest,2022-10-31 23:15:47+00:00,2022,10
100068,refugee a person who has been forced to leave their country in order to escape war persecution or natural disaster no mention of a country they came from wonder why you would say that,2022-10-31 23:14:52+00:00,2022,10
100069,Yeah yeah heard it all before Global warming global cooling climate change crisis then Climategate came blah blah blah Nobody cares and nobody believes it but the radical climate change cult,2022-10-31 23:14:19+00:00,2022,10
100070,Growing up it was always nice on Halloween now its either raining or snow smh god damn global warming,2022-10-31 23:13:34+00:00,2022,10
100071,In 3 years from now aliens will be underwater due to global warming and we will be too nervous to leave the house What a scary time that will be What will be next,2022-10-31 23:13:15+00:00,2022,10
100072,Using his numbers we should be burnt toast in less than two months It s BS people Pure BS First global cooling then global warming now its global BSING,2022-10-31 23:13:01+00:00,2022,10
100073,,2022-10-31 23:11:33+00:00,2022,10
100074,global warming we will get massive sharks in the channel loads of them they will grow fat on all the food,2022-10-31 23:11:22+00:00,2022,10
100075,8 London followed by the other major cities in the UK is where most tourism occurs and you would be right However 10 of all visits to the UK also include visits to the beach As global warming has still not been properly addressed and as one of the symptoms of GW is,2022-10-31 23:09:16+00:00,2022,10
100076,What left to review What will be relief work left now It is not natural disaster which need relief work All finished Died ppl cremated and injured are in hospital Thats it Stop this nonsense drama to fool ppl,2022-10-31 23:09:00+00:00,2022,10
100077,No room leftI read about it yesterday,2022-10-31 23:08:12+00:00,2022,10
100078,,2022-10-31 23:05:44+00:00,2022,10
100079,Talk about fat gas bagsIf he ever stopped flapping his lips he could stop global warming,2022-10-31 23:03:47+00:00,2022,10
100080,Shut up and listen Given the scale of issues like global warming and epidemic disease we shouldnt underestimate the importance of a cando attitude to science rather than a cantaffordit attitude Unbelievable,2022-10-31 22:58:43+00:00,2022,10
100081,There were other war famine big natural disaster etc,2022-10-31 22:57:39+00:00,2022,10
100082,Have some respect,2022-10-31 22:57:01+00:00,2022,10
100083,The IRA It would reduce about a gigaton a billion metric tons of global warming emissions by 2030 and position the US within reach of its climate goals by no later than 2050,2022-10-31 22:57:00+00:00,2022,10
100084,t be an issue with killer asteroids,2022-10-31 22:56:08+00:00,2022,10
100085,Bet they are thankful for global warming,2022-10-31 22:55:59+00:00,2022,10
100086,102021 and my wish for my heavenly paradise on earth is Hot weather but when the humanity want Cold weather we can plant mas like the france have the mas korn fields wich are the longs of the world The Aliens gave us korn to reduce global warming,2022-10-31 22:55:57+00:00,2022,10
100087,,2022-10-31 22:54:45+00:00,2022,10
100088,t have himToo much Hot Air coming out of himThey believe Rob not wacky madeup global warming is the biggest existential threat to the polar ice capsOn the other hand here in America Rob is mainly a threat to doughnuts folding chairs and logic,2022-10-31 22:54:43+00:00,2022,10
100089,,2022-10-31 22:54:42+00:00,2022,10
100090,If global warming was a company you couldnt buy it because they wont let you do due diligence They wont let you look at the figures Michael Crichton 2007,2022-10-31 22:54:35+00:00,2022,10
100091,plants and trees growing better and faster due to more CO2 giving us greater and better crops to help feed the planet meanwhile self regulating the atmosphere got to love nature and natural global warming,2022-10-31 22:53:40+00:00,2022,10
100092,Geez people get a life Put yourself in their shoes,2022-10-31 22:53:19+00:00,2022,10
100093,s algorithm,2022-10-31 22:51:52+00:00,2022,10
100094,s why I think soc sec amp Medicare r 1 for me If u cant pay for basic livingthen nothing else will matter Global warming wont matter minimum wages will mean nothing the border wont mean anything lowering taxes4homeowners would mean nothing if u dont have income,2022-10-31 22:51:05+00:00,2022,10
100095,all this global warming malarkey isnt all bad,2022-10-31 22:50:55+00:00,2022,10
100096,But do you think millions would have died or immigrated if the British hadnt been importing the food from Ireland,2022-10-31 22:50:27+00:00,2022,10
100097,,2022-10-31 22:50:21+00:00,2022,10
100098,1 We are planning to implement the activities of Natural Disaster Literacy project in Ankara on 2126 December 2022 We support participants from and to participate in the project,2022-10-31 22:49:07+00:00,2022,10
100099,But CFCs also contributed to global warming They were powerful greenhouse gases in their own right and by destroying the ozone layer they allowed more energy to reach the planets surface thereby contributing to warming,2022-10-31 22:49:01+00:00,2022,10
100100,You look ugly today Global warming isnt a prediction It is happening stoopid,2022-10-31 22:48:52+00:00,2022,10
100101,you dont owe ANYONE an apology You were helping out victims of a natural disaster Shame on those who got their panties in a knot,2022-10-31 22:46:55+00:00,2022,10
100102,,2022-10-31 22:46:54+00:00,2022,10
100103,Beyond ridiculous that anyone would try that trash you for being a decent human being by helping people who have suffered devastation from a natural disaster Says alot about those that have a problem with this,2022-10-31 22:45:16+00:00,2022,10
100104,re bought and paid for by the radical environmentalists so here we are,2022-10-31 22:44:54+00:00,2022,10
100105,Wish we were more concerned about keeping them on this earth than we are about global warming,2022-10-31 22:44:01+00:00,2022,10
100106,Just like global warming can be reduced by reductions in fossil fuels usage is BS The earths surface will warm the icecaps will melt and humans are in insignificant impact and have no means of controlling temperature changes,2022-10-31 22:43:41+00:00,2022,10
100107,She is a fascist QanonRepublican of hate ever other word she speaks is a lie if she ever chooses to speak the truth I think global warming would be cured and we all would drop and hit our heads no worries,2022-10-31 22:43:31+00:00,2022,10
100108,its been a bad spell global warming I suppose night night to you and paddy hugs from me and jake sweet dreams sleep well,2022-10-31 22:43:06+00:00,2022,10
100109,s global warming,2022-10-31 22:42:39+00:00,2022,10
100110,Youre not a big enough public figure With that said I dont give a damn who you invite on stage But dont excuse it with trying to raise awareness for a natural disaster Optics are everything Optics show bullshit Luke,2022-10-31 22:41:23+00:00,2022,10
100111,weirdo,2022-10-31 22:40:54+00:00,2022,10
100112,How come,2022-10-31 22:38:34+00:00,2022,10
100113,,2022-10-31 22:35:34+00:00,2022,10
100114,Im very intrigued as to what These servers dont run on the power of her delusion you know,2022-10-31 22:35:21+00:00,2022,10
100115,Cant go wrong when every single weather event can apparently be blamed on fossil fuels and cows,2022-10-31 22:35:01+00:00,2022,10
100116,,2022-10-31 22:34:12+00:00,2022,10
100117,This country is absolutely useless when one small mishap happens Imagine if we ever had a natural disaster,2022-10-31 22:33:04+00:00,2022,10
100118,,2022-10-31 22:31:54+00:00,2022,10
100119,So many moaning about global warming but when will physics lessons from the 90s be proven The earth moving round a sun growing larger mufc tagged this as wont be long b4 Florida blamed for not telling us,2022-10-31 22:30:45+00:00,2022,10
100120,I hate humans If each one of us does our bit we will be helping to keep global warming from harming our countries now shoo,2022-10-31 22:28:46+00:00,2022,10
100121,s no fixing global warming Humans arent even the leading cause Contributors sure But Earth is gonna Earth no matter what,2022-10-31 22:26:42+00:00,2022,10
100122,the company not the natural disaster or the delicious ice cream rn,2022-10-31 22:26:42+00:00,2022,10
100123,I was once a natural disaster refugee from one state to another People donated so much Then came the complaintsthat we werent grateful enough We were quite a bit in shock Many lost everything Privilege should not disconnect us from compassion,2022-10-31 22:25:15+00:00,2022,10
100124,There has defently been less snow lately where i live too Theres less snow than there usually is for this time of year and like 2 years ago we didnt get proper snow til like january Global warming sucks,2022-10-31 22:24:58+00:00,2022,10
100125,Summer ended September 22nd Please refrain from tweeting until it returns June 21 2023 Thank You ClimateScam,2022-10-31 22:21:41+00:00,2022,10
100126,,2022-10-31 22:20:51+00:00,2022,10
100127,re not tweeting any longer Also believer in best science which includes global warming Musk is running the show now must suck to be you Nuclear power doesnt exist in Australia and never will Mickey mouse power is cheaper for all intents and purposes,2022-10-31 22:20:05+00:00,2022,10
100128,No he does not He should be fined for contributing to global warming for the quantity of his CO2 emissions every time he opens his mouth,2022-10-31 22:19:46+00:00,2022,10
100129,s no such thing as global warming Christmas political parties seasons dog breeds stars art music literature money racism religion law education and logic And then the whole thing falls down Get it,2022-10-31 22:19:34+00:00,2022,10
100130,So yes I have been affected by a natural disaster before,2022-10-31 22:19:15+00:00,2022,10
100131,In high humidity environments they contribute to global warming,2022-10-31 22:18:49+00:00,2022,10
100132,t get rated either tbh,2022-10-31 22:18:39+00:00,2022,10
100133,How do you know CO2 emissions cause global warming,2022-10-31 22:17:07+00:00,2022,10
100134,,2022-10-31 22:16:59+00:00,2022,10
100135,ll be colder again in the future its called weather and changes year to year Assuming you want people to ASSume something about global warming,2022-10-31 22:16:35+00:00,2022,10
100136,hence more and more people moving away from their homes to stay safe More and more people are going to come As global warming makes part of the continent of Africa more difficult to live in more drought more starvation more people moving north,2022-10-31 22:16:22+00:00,2022,10
100137,Big uptick in trickortreaters tonight in our neighborhood We planned for the usual 60 had 3 backup bags and still ran out an hour before the curfew I credit global warming September weather all day Halloween2022,2022-10-31 22:16:18+00:00,2022,10
100138,venus planet of love was destroyed by global warming did its people want too much too,2022-10-31 22:16:05+00:00,2022,10
100139,Governments must develop and implement RADICAL social and economic transformation policies in order keep global warming below 15 Degrees Celsius,2022-10-31 22:15:11+00:00,2022,10
100140,,2022-10-31 22:14:57+00:00,2022,10
100141,and reconsider your stance on global warming Do your own research,2022-10-31 22:13:04+00:00,2022,10
100142,if you believe the nonsense you spout about global warming cant you see that having kids actually contributes to the problem Youre all mad,2022-10-31 22:12:23+00:00,2022,10
100143,ll continue to see the truth that Bryan brought a candidate out on stage to let him use Bryan and a natural disaster for electoral purposes If Disney featured Crist asking for hurricane relief itd probably be paying double taxes to FascistFlorida by now,2022-10-31 22:12:09+00:00,2022,10
100144,I remember that was all I was playing for a while for hours each day thats what I played,2022-10-31 22:12:09+00:00,2022,10
100145,I could do with a little global warming atm freezing in Sweden,2022-10-31 22:11:59+00:00,2022,10
100146,global warming,2022-10-31 22:11:16+00:00,2022,10
100147,,2022-10-31 22:10:50+00:00,2022,10
100148,global warming finally got to mei huh,2022-10-31 22:10:27+00:00,2022,10
100149,its november tomorrow and its much warmer for this time of year than normal and its a blessing for my cold anorexic body but damn global warming is real,2022-10-31 22:08:41+00:00,2022,10
100150,Greetings useless creatures Global warming isnt a prediction It is happening Die soon,2022-10-31 22:08:38+00:00,2022,10
100151,Global warming is a hoax,2022-10-31 22:08:19+00:00,2022,10
100152,but Mr Murdochs hacks have brainwashed you into denying climate change is happening Yep youre awake Lights are on but noones home,2022-10-31 22:08:15+00:00,2022,10
100153,aka Climate Change anyone,2022-10-31 22:07:23+00:00,2022,10
100154,if poocubed and natural disaster dont get rated im ending my own life istg,2022-10-31 22:06:58+00:00,2022,10
100155,ve had much better weather this year resulting in calmer waters Global warming,2022-10-31 22:06:47+00:00,2022,10
100156,Well ya see what well do is wait for the Phillies to get out to a lead say 30 Well then make the Phillies pitch in a natural disaster until the Astros tie the game at which point well delay it Makes sense,2022-10-31 22:05:59+00:00,2022,10
100157,We need to end the culture of convenience up to and including the reliance on global trade to save humans from the effects of global warming thanks,2022-10-31 22:05:37+00:00,2022,10
100158,Hue Hue they thought they were better than me at global warming,2022-10-31 22:04:17+00:00,2022,10
100159,An asylum seeker is someone fleeing religious or political persecution These are coming from France FFS They are economic illegal immigrants on a benefits tour of Europe who know the UK has the best benefits of all,2022-10-31 22:03:59+00:00,2022,10
100160,,2022-10-31 22:03:36+00:00,2022,10
100161,Politics over a horrific sprawling natural disaster Lives lost Entire homes washed awaypeople trapped for hours in water up to their necks Life changing injuries during storm and cleanup HOW DARE YOU BE POLITICAL,2022-10-31 22:02:58+00:00,2022,10
100162,Russia hoping help from General Winter Meet King Global Warming coming to help Ukraine,2022-10-31 22:02:14+00:00,2022,10
100163,s just weather and said global warming doesnt exist,2022-10-31 22:01:49+00:00,2022,10
100164,And I dont mean from global warming,2022-10-31 22:01:12+00:00,2022,10
100165,As previously stated I am ambivalent on Royalty but this makes a statement that the recent Tory backtracking cannot be tolerated Rishi will be fuming more global warming,2022-10-31 22:00:49+00:00,2022,10
100166,strong word The famine was a natural disaster it affected everyone in Ireland at the time even Protestants,2022-10-31 22:00:46+00:00,2022,10
100167,so it can raise the sea level and wipe that cluster fuck of a city of the map,2022-10-31 21:59:56+00:00,2022,10
100168,its a setup,2022-10-31 21:59:25+00:00,2022,10
100169,If could throw up youd make me want to I would like nuclear fusion to become a practical power source It would provide an inexhaustible supply of energy without pollution or global warming Being stupid should be a crime,2022-10-31 21:58:45+00:00,2022,10
100170,you guys would never give him credit,2022-10-31 21:55:26+00:00,2022,10
100171,And yet these Jokers really try convincing us global warming is a hoax,2022-10-31 21:54:57+00:00,2022,10
100172,m pretty sure it was epic minigameseither that or natural disaster survival,2022-10-31 21:54:35+00:00,2022,10
100173,,2022-10-31 21:54:15+00:00,2022,10
100174,We get it you hate firearm owners,2022-10-31 21:54:02+00:00,2022,10
100175,There was definitely no other way he could have raised awareness,2022-10-31 21:52:54+00:00,2022,10
100176,Internet trolls fear global warming will lack the sneakers they love,2022-10-31 21:51:35+00:00,2022,10
100177,global warming,2022-10-31 21:51:03+00:00,2022,10
100178,Humans have scubadiving equipment instead of gills rightAlso Jackson has a point No thanks to global warming the majority of ancient histortical sights are underwater or buried beneathe Gaia Actually come to think of it arent buildings just cysts to Gaia,2022-10-31 21:49:19+00:00,2022,10
100179,Keep burning that coal Germany,2022-10-31 21:49:01+00:00,2022,10
100180,s take an economics class Supply and demand jacked prices when our government cut our domestic supply Now we beg countries that hate us to produce more Weird how global warming must only occur when oil comes from US soil DemocratsAreDestroyingAmerica,2022-10-31 21:48:44+00:00,2022,10
100181,Havent decided to leave Twit yet For now unfollowing EVERY public personcorp that isnt natural disaster alerts weather earthquake etc Every app has its day,2022-10-31 21:48:29+00:00,2022,10
100182,Youre raising money for victims of a natural disaster these trolls who probably dont even listen to your music are just trying to stir It up on this crappy platform For every liberal fan who claims they will no longer listen you gain 10,2022-10-31 21:46:33+00:00,2022,10
100183,,2022-10-31 21:44:58+00:00,2022,10
100184,s the biggest contributor to global warming,2022-10-31 21:44:33+00:00,2022,10
100185,I thought they changed the name from global warming to climate change because it can get colder how will she survive 0 degree days,2022-10-31 21:44:03+00:00,2022,10
100186,,2022-10-31 21:42:36+00:00,2022,10
100187,s still great because the NAVY is still here in full force which makes San Diego County 5050 Republican Pretty sure Bidens predecessor Kamala or AOC will pull a global warming stunt by disbanding or relocating the fleet or some st,2022-10-31 21:42:02+00:00,2022,10
100188,colder winter amp hotter spring,2022-10-31 21:41:21+00:00,2022,10
100189,Sorry but I dont believe global warming is man made I only see what salesman is the best bullshitter Wheres the geology report sun activity pole switch Because I have a problem with people who lie right to my face,2022-10-31 21:40:21+00:00,2022,10
100190,,2022-10-31 21:39:24+00:00,2022,10
100191,You have a hatable face Given the scale of issues like global warming and epidemic disease we shouldnt underestimate the importance of a cando attitude to science rather than a cantaffordit attitude Unbelievable,2022-10-31 21:38:43+00:00,2022,10
100192,,2022-10-31 21:38:27+00:00,2022,10
100193,venus planet of lovewas destroyed by global warmingdid its people want too much too,2022-10-31 21:37:32+00:00,2022,10
100194,make other countries do the dirty work so we can stay green Then we buy that oil at a premium all while spending trillions to stomp out global warming,2022-10-31 21:36:39+00:00,2022,10
100195,,2022-10-31 21:35:39+00:00,2022,10
100196,Democracy is a cracked egg maybe as early as 2017 after Trumps election to the presidency Events leading up to November 8th including global warming global inflation viruses to our Supreme Court Justices on Roe Wade Theres a saying a divided house will fall Democracy is broken,2022-10-31 21:35:38+00:00,2022,10
100197,global warming aging diseases old age and death once again,2022-10-31 21:35:23+00:00,2022,10
100198,nuclear will take a while The point is that now is the best time to start If there had not been unjustified paranoia It would have rolled out 50 years ago and global warming would not be an issue today Right now has always been the best time to start,2022-10-31 21:35:22+00:00,2022,10
100199,a person who has been forced to leave their country in order to escape war persecution or natural disaster Now apply this to the next 1000 that land and see how many qualify,2022-10-31 21:35:09+00:00,2022,10
100200,m sure they do but its Trumps fault No waitits Putins fault Sorry I meant Global Warming,2022-10-31 21:35:08+00:00,2022,10
100201,,2022-10-31 21:33:30+00:00,2022,10
100202,At what point of global warming does Michigan become an island,2022-10-31 21:32:41+00:00,2022,10
100203,I have otherwise healthy friends and or family who have suddenly died by falling down global warming or other SADS excuses I do the following when speaking with them,2022-10-31 21:31:30+00:00,2022,10
100204,And she said climate change can be addressed locally thru forest management not at the national level She is not prepared to be in office because she knows nothing about fixing global warming,2022-10-31 21:31:14+00:00,2022,10
100205,You must repent for your grave climate sins and drive a Tesla to save our planet,2022-10-31 21:29:45+00:00,2022,10
100206,Between now and 2050 we have to fix global warming Hence a new attitude is required on all sides Lets hope Cop gives us something,2022-10-31 21:29:44+00:00,2022,10
100207,Asking for a friend,2022-10-31 21:29:41+00:00,2022,10
100208,FIRST it was another ice age THEN it was global warming NOW its climate change That way whichever way they swing their behind is covered,2022-10-31 21:29:36+00:00,2022,10
100209,Global warming No people with ideasWhat will the world do without Ta Leoni tweeting about masks,2022-10-31 21:29:09+00:00,2022,10
100210,The industry has known from the start that recycling wasnt going to work and decided to just lie about it They did the same thing with suppressing global warming They knew but they also own the government so they dont care,2022-10-31 21:28:39+00:00,2022,10
100211,t make the distinction between the long used scientific term of climate change and the media buzzwords Global Warming,2022-10-31 21:28:37+00:00,2022,10
100212,I hate humans Global warming isnt a prediction It is happening Being stupid should be a crime,2022-10-31 21:28:32+00:00,2022,10
100213,,2022-10-31 21:28:11+00:00,2022,10
100214,,2022-10-31 21:28:11+00:00,2022,10
100215,in China is generated from rice patties which Xi banned to curb global warmingcant mine BTC there anymore,2022-10-31 21:27:59+00:00,2022,10
100216,i cant remember the 1st game on my second account It mightve been airplane story 1 The 1st game I played on my current account is epic minigames,2022-10-31 21:27:26+00:00,2022,10
100217,t That is another pen pushers opinion and nothing to do with the law or the facts of the matter Rwanda is a peaceful nation not at war and theres no natural disaster They could argue against that but in reality wouldnt have a leg to stand on,2022-10-31 21:26:49+00:00,2022,10
100218,you are denying human induced global warming for the last 150 years,2022-10-31 21:26:39+00:00,2022,10
100219,Al Gore and all who push Global Warming like their saving planet NO their adding money to their bank acctsWe will never get rid of gas engines or we will have Brown outs daily like youve never seen before GAS cars will never be replaced EVER and they shouldnt be,2022-10-31 21:26:15+00:00,2022,10
100220,Will stop meat farming Will stop global warming,2022-10-31 21:24:42+00:00,2022,10
100221,,2022-10-31 21:24:35+00:00,2022,10
100222,m not a denier in global warmingclimate change But its a meaningless area of diplomacy compared to the endless onesided US military and economic hostility towards China right now,2022-10-31 21:23:22+00:00,2022,10
100223,Its scam to get you to think the scary global warming BS is real,2022-10-31 21:23:05+00:00,2022,10
100224,This Global warming crazy this the hottest Halloween,2022-10-31 21:22:45+00:00,2022,10
100225,why bother with outlawing them The marijuana argument is the exact opposite it will bring in billions in tax revenue for the schools and teachers Plus we can end global warming by legalizing weed YEA,2022-10-31 21:22:44+00:00,2022,10
100226,The Green New Deal Democrats,2022-10-31 21:21:52+00:00,2022,10
100227,Funny how winters just keep on comin despite global warming,2022-10-31 21:21:27+00:00,2022,10
100228,Especially since we have so much research about how even before the pandemic we struggled to capture complex problems like global warming in our mental models bc of the time framescaledata we can successfully envision,2022-10-31 21:21:21+00:00,2022,10
100229,What a sad loss that will be,2022-10-31 21:21:08+00:00,2022,10
100230,The weather End of days Global warming,2022-10-31 21:20:12+00:00,2022,10
100231,t like you would complain You from phillipine right Always have to take opportunity to get attention On anothers popularity Those are natural disaster and this is a completely manmade event And general Korea usually has very little issues,2022-10-31 21:20:08+00:00,2022,10
100232,changed to climate change because it was snowing freezing in places where these liars claimed it would never snow againjust science to control people DAVID KORN cannot name one prediction that has become true from 19822022,2022-10-31 21:17:38+00:00,2022,10
100233,Is this global warming,2022-10-31 21:14:53+00:00,2022,10
100234,i believe natural disaster should be a natural cause of death in your context but in this is like prolonging the age cause of death in humans,2022-10-31 21:12:16+00:00,2022,10
100235,Darn you are a horrible human being,2022-10-31 21:11:38+00:00,2022,10
