,Month,Year,Date,new_text
20059,Mar,2022,2022-03-01,i just saw annas post and thought either there will be a reversal of global warming or overpopulation reduction spin so sorry to be right again about the extremists
20060,Mar,2022,2022-03-01,i think concrete is bad for the environment causes global warming is used and loved by mostly eurocentric and westernized men who feel they can run roughshod over all
20061,Mar,2022,2022-03-01,
20062,Mar,2022,2022-03-01,i view global warming an the earth as a cake if im not gonna be around to have the cake why should anyone else
20063,Mar,2022,2022-03-01,i hate you already but check this out global warming isnt a prediction it is happening its so simple
20064,Mar,2022,2022-03-01,still a little early for that but maybe global warming pushed the timeline up a little
20065,Mar,2022,2022-03-01,when the 4th angel of revelation chapter 16 verses 8 amp 9 pours out his vial upon the sun the earthlings who refused to repent will see some major global warming climate change for sure not by what mankind does but by gods wrath on them rt
20066,Mar,2022,2022-03-01,
20067,Mar,2022,2022-03-01,the next time a hurricane or other natural disaster hits florida president biden and all democrats in congress will make sure forida gets the federal support it needs why because democrats understand that we are one nation we support each other voteblue2022
20068,Mar,2022,2022-03-01,head spinning
20069,Mar,2022,2022-03-01,do crisps chips cause global warming i bet the do
20070,Mar,2022,2022-03-01,s where the hole in the ozone layer went all we need to do is turn the global warming down a notch or two
20071,Mar,2022,2022-03-01,amp 9 pours out his vial upon the sun the earthlings who refused to repent will see some major global warming climate change for sure not by what mankind does but by gods wrath on them rt
20072,Mar,2022,2022-03-01,amp 9 pours out his vial upon the sun the earthlings who refused to repent will see some major global warming climate change for sure not by what mankind does but by gods wrath on them rt
20073,Mar,2022,2022-03-01,global north spend centuries fighting each other colonise the world start two world wars start catastrophic global warming build up enough nuclear weapons to end the worldalso the global north look how much more civilised we are than the global south lol x
20074,Mar,2022,2022-03-01,do you think maybe nuclear winter will counteract global warming
20075,Mar,2022,2022-03-01,mosquitoborne diseases like malaria are spreading into new areas because of rising tempshalf the worlds population faces severe water scarcity at least part of every yearglobal warmingexacerbated heat waves have killed hundreds of people in north america 8
20076,Mar,2022,2022-03-01,i sure dont know the technical stuff but nuclear winter should solve the global warming problemyes ive been told i have a sick sense of humor
20077,Mar,2022,2022-03-01,someone hasnt been watching the news by 2040 we are fucked have you heard all because of pilot stolas
20078,Mar,2022,2022-03-01,he is coming up with a tweet about the dangers of global warming
20079,Mar,2022,2022-03-01,so i dont think its been as long as we think
20080,Mar,2022,2022-03-01,i forgot all about putin and his deadly toys
20081,Mar,2022,2022-03-01,re saying what carbon fuelled global warming doesnt exist its not affecting our climate and our weather patterns
20082,Mar,2022,2022-03-01,politicking through a natural disaster
20083,Mar,2022,2022-03-01,s that word again icea time on earth with ice an ice agecant argue global warming in a co2 starved ice age
20084,Mar,2022,2022-03-01,
20085,Mar,2022,2022-03-01,hear me out global warming isnt a prediction it is happening dont forget im superior
20086,Mar,2022,2022-03-01,problem solved plus humanity will be met negative in emissions mother earth will rejoice
20087,Mar,2022,2022-03-01,climate damage no new ideas good job mr smith will not be going to washington
20088,Mar,2022,2022-03-01,is it wrong that ive been having thoughts that nothing really matters because well die from global warming anyways
20089,Mar,2022,2022-03-01,in a crisis supply chain problems due to natural disaster or geopolitical conflict our supplies could well be cut off if marsden closes the carbon emissions profile will simply be transferred to asia and increased through more tanker movements
20090,Mar,2022,2022-03-01,its really cold outside we could use a big fat dose of global warming
20091,Mar,2022,2022-03-01,now that im nearly 40 i use all the extra time it takes to pee to think about global warming
20092,Mar,2022,2022-03-01,more desperately wanting people to realise this is happening now and if we dont act and change our ways we will reap the impact of irreversible climate change and global warming you should be scared
20093,Mar,2022,2022-03-01,you wont help the nation then the nation wont help you
20094,Mar,2022,2022-03-01,and there will be another one dont ask for any federal aid desantis
20095,Mar,2022,2022-03-01,it melted their servers
20096,Mar,2022,2022-03-01,politicizedsciencehow long will it take for everyone to realize that the government has politicized all science not just medical how are you feeling about the global warming models compared to the pandemic models
20097,Mar,2022,2022-03-01,you cant cross the border by car and due to the other scam of global warming you cant cross the bering strait in winer on foot as it no longer freezes properly canada is basically one giant gulag ruled by a woke blackfacehitler
20098,Mar,2022,2022-03-01,now i am convinced he will never be president good riddance imagine he doing that to a neighbor state in a natural disaster as a florida voter he totally lost mine
20099,Mar,2022,2022-03-01,biden has taken a page out of barrys book and turned the usa into following apologetic nation his administration is a disaster follow these people and u wont have to worry about global warming because our nation wont exist
20100,Mar,2022,2022-03-01,
20101,Mar,2022,2022-03-01,and you will need the help with global warming slamming the state of florida good luck
20102,Mar,2022,2022-03-01,i hate humans i would like nuclear fusion to become a practical power source it would provide an inexhaustible supply of energy without pollution or global warming stoopid
20103,Mar,2022,2022-03-01,i finally believe in global warming
20104,Mar,2022,2022-03-01,the poorest who contribute least to global warming already feel the worst effects of climate change amp the more climate changes the more that injustice will multiply our lifestyles are unsustainable need to change radically amp quickly to meet this challenge now not in the future
20105,Mar,2022,2022-03-01,we are destroying nature but we cannot limit global warming without nature we will need to massively expand and protect wild areas and our defences against the consequences of climate change will need to work with nature or risk making things worse
20106,Mar,2022,2022-03-01,could use a little global warming in ygk
20107,Mar,2022,2022-03-01,hell be pleading for federal aid
20108,Mar,2022,2022-03-01,desantis said he will not send the florida national guard to dc there is no need to have them there for the sotu address as there is no reason to have any extra security in dcpulling the what if we would not have fema crap after a natural disaster is shit you know that
20109,Mar,2022,2022-03-01,the technology is here already we have enough smart people to take on this task
20110,Mar,2022,2022-03-01,
20111,Mar,2022,2022-03-01,
20112,Mar,2022,2022-03-01,npcs went from wear your mask to save me to could a nuke war be the answer to global warminglol
20113,Mar,2022,2022-03-01,trust me ive lived through a natural disastercovid disappears poof
20114,Mar,2022,2022-03-01,t expect that response he thinks everyones like his cult believing everything he says
20115,Mar,2022,2022-03-01,emma what a stressful time for you and others managing this natural disaster to try and access necessary care take care
20116,Mar,2022,2022-03-01,m sure
20117,Mar,2022,2022-03-01,
20118,Mar,2022,2022-03-01,mate fair dinkum going off at any old natural disaster just because it endangers the lives of thousands of australians
20119,Mar,2022,2022-03-01,spontaneous combustion its not as bad as you think and the upside to global warming
20120,Mar,2022,2022-03-01,well might as well party on as republican denial of global warming and climate change along with their 20 years of obstructing any meaningful response to it are now useless on monday the ipcc stated many of the impacts of global warming are now simply irreversible
20121,Mar,2022,2022-03-01,can we please include first nations experts and indigenous knowledges in natural disaster reporting hearing colonial locals say ive never seen anything like this is one thing but what about comments based on thousands of years memories bnefloods
20122,Mar,2022,2022-03-01,re going to return all the federal aid your state has received for any natural disaster in the last decade right
20123,Mar,2022,2022-03-01,s stop blaming all major weather events on global warmingin queensland an unusually strong la nia has caused devastating floods its not climate change causing the current weather event
20124,Mar,2022,2022-03-01,george lucas prepared us for how to react jedi or sith please my country side with the jedi now put my tax dollars to work now against a putinsithverse armed with fear and aggression if we win this one maybe then we have some vague shot at countering global warming
20125,Mar,2022,2022-03-01,the biden administration has solved global warming through nuclear winter cnn most likely
20126,Mar,2022,2022-03-01,
20127,Mar,2022,2022-03-01,s an election coming remember when it was called global warming to harsh apparently
20128,Mar,2022,2022-03-01,peaceful demonstration for freedom vs natural disaster fair comparison bs some are wondering nothing to see here msm is trying to manufacture conflict and controversy for clicks again fear control freedomconvoycanada2022 convoy freedomconvoycanada convoynz2022
20129,Mar,2022,2022-03-01,its crazy how were just expected to continue going on as normal despite everything happening in the world global warming pandemic war inflation and we still gotta worry about bills amp maintaining ourselves on top of all that
20130,Mar,2022,2022-03-01,it was not long ago they would not let up on telling us about global warming but when that proved to be false they got on the climate change bandwagon totally irrelevant both of them
20131,Mar,2022,2022-03-01,i hope youre not cowardly enough to ask for federal aid hypocrite
20132,Mar,2022,2022-03-01,t remember this when florida comes begging him for aid after their next hurricanenatural disaster but then again biden would still do everything possible for the people of florida bc thats the right thing to do even if their gov is an ahole
20133,Mar,2022,2022-03-01,right
20134,Mar,2022,2022-03-01,while the acute experiences of global warming in the us are plentiful they are mired in the same contrarian discourses these discourses came to a head in the pnw in the summer and fall of 2020 when wildfires were ascribed to coordinate arsonists a conspiratorial lie 8
20135,Mar,2022,2022-03-01,classic
70099,Mar,2022,2022-03-31,ay yo ma given the scale of issues like global warming and epidemic disease we shouldnt underestimate the importance of a cando attitude to science rather than a cantaffordit attitude stoopid
70100,Mar,2022,2022-03-31,nice to see dontlookup impression the idea that we shouldnt tackle our contributions to global warming as it only accounts for 1 of the global amount is irresponsible not caring as youll be dead before it really hits attitude
70101,Mar,2022,2022-03-31,watched almost 30 seconds of questiontime and had to turn the utter garbage off someone talking shite about global warming
70102,Mar,2022,2022-03-31,we dont make up 1 of global land mass but can contribute to a reduction in emissions arent any measures to reduce global warming worth trying
70103,Mar,2022,2022-03-31,im not going to lie there have been times that ive just wanted global warming to finish the world in a couple of months theres just too much bullshit about youve got putin starting a war over fuck all murders rapes racism etc all over the world
70104,Mar,2022,2022-03-31,now is the time homo sapiens must grow the fuck upwe must stop war amp redrawing mapsits time for all homo sapiens to work together to stop global warming nowits nearly too late now especially since we are burning oil to kill one anothernowno one survives global warming
70105,Mar,2022,2022-03-31,im joking about the global warming bit
70106,Mar,2022,2022-03-31,bbcqt julia horrible brewer is lying about the effects of global warming as per usual
70107,Mar,2022,2022-03-31,we should harness the hot air coming out of julia hartleybrewer this evening probably reduce global warming in the processbbcquestiontime
70108,Mar,2022,2022-03-31,ok makes things better then on a real tho im fuming at the weather makes me sick thank god for global warming the future looks bright
70109,Mar,2022,2022-03-31,isnt global warming going to help us reduce our heating bills bbcqt
70110,Mar,2022,2022-03-31,brewer isshe doesnt understand the threat that global warming presents to civilisation and doesnt want to understand get someone who can at least make an argument
70111,Mar,2022,2022-03-31,ill defend her statement uk does contribute a measly one percent towards global warming the obstinacy and stubbornness of some of these viewers is baffling
70112,Mar,2022,2022-03-31,hartley brewer having her ase handed to her by a member of the audience on global warming you love to see it bbcqt
70113,Mar,2022,2022-03-31,i need some global warminglow in the 20s tonight
70114,Mar,2022,2022-03-31,julia seems to think we can fence ourselves off from global warming bbcqt
70115,Mar,2022,2022-03-31,shame it finished on the global warming theme but it is a fact
70116,Mar,2022,2022-03-31,be patient play the long game
70117,Mar,2022,2022-03-31,who supported armed insurrectionor continue to lieabout global warming just how many repelicans would that really leave any i really wanna know how fucking many
70118,Mar,2022,2022-03-31,
70119,Mar,2022,2022-03-31,the impact it would bring to my community would be great since i live in a place where uv rays are extreme due to global warming
70120,Mar,2022,2022-03-31,whole grains are the greatest threat in the us to the people bernie claims not good global warming is worse dems should call me to fix
70121,Mar,2022,2022-03-31,to stop global warming we should all stop breathing
70122,Mar,2022,2022-03-31,
70123,Mar,2022,2022-03-31,dems want to end oil based economy not bc global warming but to upset the capitalist based republican leaning oil industry they learned this from big tobacco where repubs made mistakes problem this time is electric supply
70124,Mar,2022,2022-03-31,i can no longer say im a spring baby thanks global warming
70125,Mar,2022,2022-03-31,global warming is so peak uno
70126,Mar,2022,2022-03-31,its been the coldest winter for 40 years
70127,Mar,2022,2022-03-31,combustion emissions of ch4 117 lbs co2 per mmbtuamount of emissions 1 leakage adds per mmbtu 983 lbs 117lbs co2mmbtu x 84 ch4s 20 yr global warming potential x 01 leakageleakage measured in permian basin 946
70128,Mar,2022,2022-03-31,direct correlation between antipolice policies and rising crime just blame the pandemic
70129,Mar,2022,2022-03-31,if wed have gone green back when al gore was robbed wed be energy independent amp free from dictatorsalas no we need more of your expensive productand exxons 80s global warming science is on point
70130,Mar,2022,2022-03-31,wef and its cabal have an agenda where we own nothing and will be happy can prove wef dark truths is the danger you dont get but is worse than ____
70131,Mar,2022,2022-03-31,te weinig global warming
70132,Mar,2022,2022-03-31,s brown people fleeing violence and global warming mostly caused by the us its an invasion ukraine has really allowed to media to take their mask off
70133,Mar,2022,2022-03-31,whats gucci if each one of us does our bit we will be helping to keep global warming from harming our countries its so simple
70134,Mar,2022,2022-03-31,
70135,Mar,2022,2022-03-31,if you want to understand the impacts of volcanoes hurricanes floods global warming forest fires and so much else you need spaceflight
70136,Mar,2022,2022-03-31,very poor is everyone scared bitcoin would lose its value being pos
70137,Mar,2022,2022-03-31,coal is one of these so you are happy for another country to contribute to global warming and climate change as long as it is not here in australia
70138,Mar,2022,2022-03-31,so weve come to a conclusion that you cannot use deaths by natural disasters to justify global warming being fake take away cell phones tv radio and leave carrier pidgins and newspapers then ask people to survive wildfire season youd see the fire coming but youd
70139,Mar,2022,2022-03-31,he just recognizes that we have over 10000 nuclear weapons all about 100x more powerful that those dropped in hiroshima and nagasaki it doesnt take a genius even though he is to realize they cld be used not to mention global warming
70140,Mar,2022,2022-03-31,oh and global warming
70141,Mar,2022,2022-03-31,re stuck on one subject a subject that again does not prove global warming is fake
70142,Mar,2022,2022-03-31,the faster it dissipatesask a physicist im interested in potentially having my mind changedassuming what i said is true global warming might be even less dangerous than the impact on productivity of farting at your workplace
70143,Mar,2022,2022-03-31,5 c of total global warming in 10 years ie 04 c of warming over the next 10 years says what youre exaggerating again
70144,Mar,2022,2022-03-31,venus planet of love was destroyed by global warming did its people want too much too did its people want too much
70145,Mar,2022,2022-03-31,
70146,Mar,2022,2022-03-31,agnosticism of educators media two branches of government gender fact checkers my dogs when my wife already fed them macro economic reason for inflation cdc guidance global warming collusion bitcoin
70147,Mar,2022,2022-03-31,
70148,Mar,2022,2022-03-31,which will exterminate all life on the planet if there is no end to gas powered autos the speaker is speaking to a more existential program get your priorities right
70149,Mar,2022,2022-03-31,climate is the only enemy and only we all can stand against it globalcrisis time4truthtornado springdale arkansas usa climate tornadoes climateaction climatecrisis news creativesociety
70150,Mar,2022,2022-03-31,ll never forget listening to the radio in 1997 as al gore told the audience that global warming was the greatest threat to mankind he insulted my intelligence asteroids nuclear warthis guy wants me to buy that and then tell me its not politically driven ru serious
70151,Mar,2022,2022-03-31,so now here is all this talk about global warming bitcoin is bad for the environment listen shut the oil companies down and the factories in china until then rocks its just another trick for them to hold on to power and their time is up
70152,Mar,2022,2022-03-31,i cant believe it was snowing today and its april tomorrow global warming maybe
70153,Mar,2022,2022-03-31,s a conspiracy i blame global warming
70154,Mar,2022,2022-03-31,t get it do you just because we have better medical care better advance warning systems and rescue capabilities doesnt stop global warming causing billions of damage more every year flooding coastal zones amp more importantly killing off the food chain
70155,Mar,2022,2022-03-31,you continue to do everything in your power to prevent the world from moving to clean sources of energy the result will be catastrophic global warming with drought floods famine etc
70156,Mar,2022,2022-03-31,global warming p
70157,Mar,2022,2022-03-31,your presence makes my day worse global warming isnt a prediction it is happening oh brother
70158,Mar,2022,2022-03-31,
70159,Mar,2022,2022-03-31,s so full of it they probably contributed to the global warming
70160,Mar,2022,2022-03-31,on days like today it pays to remember that with global warming the way it is in five years time canberra will be the perfect temperature
70161,Mar,2022,2022-03-31,2 conservatives are missing the boat on evs specifically tesla the left hates elon hi is if fixing global warming without govt help with the free market the left hates him for this wake up conservatives
70162,Mar,2022,2022-03-31,its just the way of the world white people make more garbage than any other in the entire world we explicitly are responsible for global warming and we have the historical responsibility to make things right if we intermix and prioritiz green laws we can set things right
70163,Mar,2022,2022-03-31,hoe zit t ook weer met die global warming
70164,Mar,2022,2022-03-31,venus planet of love was destroyed by global warming did its people want too much did its people want too much too
70165,Mar,2022,2022-03-31,the article notes that later this century the gates will have to be closed for several weeks each year due to sea level rise caused by global warming
70166,Mar,2022,2022-03-31,re not this idiotic mess with you the rest of us live in reality and in reality climate change and global warming are real
70167,Mar,2022,2022-03-31,20c in winter not anymore due to global warming but its not winter anymore we should be entering spring
70168,Mar,2022,2022-03-31,t snowbound in antarctica man global warming really kicked our ass in 500 years
70169,Mar,2022,2022-03-31,m glad it works for you i know some whove tried and failed with veganism im concerned about how meat consumption and production are being linked to the global warming argument
70170,Mar,2022,2022-03-31,keep talking about a minor assault that happened almost a week ago while a wars genocides and global warming is happening to the rest of the world narcissism is killing the world
70171,Mar,2022,2022-03-31,gas stations have plenty of gas this is about midterms
70172,Mar,2022,2022-03-31,s not tidal forces and erosionevery far away island is effectively a closed system of sorts its bound to lose mass over timeearth is the same way as without the sun its constantly losing heatthus the ice age is the real threat not global warming
70173,Mar,2022,2022-03-31,elites led effort to push climate change global warming agendas through gov institutions and multinational corporations a lot of false assumptions being made to justify major disruptions to industries and livelihoods its ideological nonsense
70174,Mar,2022,2022-03-31,so we like global warming now i am very confused maybe my wife can prepare me a cheat sheet to carry around
70175,Mar,2022,2022-03-31,many ss were wondering can you reset your minecraft farm after the natural disaster
70176,Mar,2022,2022-03-31,change just as fast its like how global warming is making the climate more volatile the existence of billions of people plugged into the internetsocial mediaand the speed of transmission of ideas is making politics amp culture more volatile too
70177,Mar,2022,2022-03-31,
70178,Mar,2022,2022-03-31,73 of c02 emissions are from electricity plants a 60 reduction solves global warming electric cars and stopping bitcoin mining aint solving anything just delaying the inevitable
70179,Mar,2022,2022-03-31,so how did they convince will smith amp chris rock 2 distract the majority of the world from groundbreaking decisions world leaders r currently making amp putting into action right now global warming realities that r worsening by the minute amp a nearing 2008like recession
70180,Mar,2022,2022-03-31,or are you just going to clutch pearls over this lake
70181,Mar,2022,2022-03-31,this weather is crazy global warming really hitting us
70182,Mar,2022,2022-03-31,without dirty electricity there is no dirty bitcoin
70183,Mar,2022,2022-03-31,there are literally no consequences for the spectators watching the spectacle whereas things like ukraine the economy gas prices global warming etc are all just a bit too much rn
70184,Mar,2022,2022-03-31,dont be fossilfooled into doubting the benefits of renewable energy wind amp solar farms energy storage facilities amp green hydrogen plants are key to reducing greenhouse gas emissions and limiting global warming to 15 c
70185,Mar,2022,2022-03-31,it was bloody cold out on the bike this eveningdamn you global warming
70186,Mar,2022,2022-03-31,your presence makes my day worse if each one of us does our bit we will be helping to keep global warming from harming our countries its so simple
70187,Mar,2022,2022-03-31,i do think that every time theres a natural disaster in the 911 verse they should showcase one d list celeb in the background or something for fun and flavour its la and youre telling me they dont run into some dumb celeb whos assistant has called them
70188,Mar,2022,2022-03-31,it does not cause global warming they do not cause any diseases to humans or even animals they are not like fossil fuel waste which causes any other disease which are severe such as cancerous masses for example
70189,Mar,2022,2022-03-31,hellopandemic eating eggtarts is a ideal exercise of staying sane in order to not go crazy during covid time mum once told me a story charlie who is a nurse they saved a village from the virus and they took care of global warming
70190,Mar,2022,2022-03-31,so there is not affect
70191,Mar,2022,2022-03-31,s are building their 3rd ocean front mansion in hawaii i guess they dont believe enough in global warming raising the sea level to worry about it
70192,Mar,2022,2022-03-31,
70193,Mar,2022,2022-03-31,while there are other types of energy that have a high cost it does not result in global warming thus reducing the proportion of natural disasters it does not cause any kind of damage to the plant as it does not produce acid rain
70194,Mar,2022,2022-03-31,i guess what im getting at is due to lost knowledge via war and natural disaster we understand less about the true scope of humanities timeline and its highly probable that there could have been a more advanced version of humanity that we dont get to embrace
70195,Mar,2022,2022-03-31,became acid rain which morphed into global warming that was rebranded as climate change because they couldnt work out if the temperature was going up or down so now they can hedge their bets
70196,Mar,2022,2022-03-31,there is no such thing as green bitcoin green hashrate green energy and global warming you dumb fairy
70197,Mar,2022,2022-03-31,shehe had good points till the lgbt i get it that theres a discrimination against it however it shouldnt be part of every topic when one is busy discussing documentary about global warmingthen boom why dont thwy make a documentary about lgbtqc
70198,Mar,2022,2022-03-31,the increase in the earths reflectivity to slow and reverse global warming
70199,Mar,2022,2022-03-31,m jealous fuck global warming we barely had snow
70200,Mar,2022,2022-03-31,first i see snow then i see sun what in the global warming is going on
70201,Mar,2022,2022-03-31,global warming they say fucking jokers never been so cold nearly into april
70202,Mar,2022,2022-03-31,s right
70203,Mar,2022,2022-03-31,
70204,Mar,2022,2022-03-31,s lyme disease as gaeilge the plague of global warming
70205,Mar,2022,2022-03-31,seeing global warming take effect in real time has been crazy i swear it aint used to be this all over the place
70206,Mar,2022,2022-03-31,i hate humans if each one of us does our bit we will be helping to keep global warming from harming our countries you make me sick
70207,Mar,2022,2022-03-31,s snowing for u tooglobal warming really pulling all the stops huh
70208,Mar,2022,2022-03-31,
70209,Mar,2022,2022-03-31,todays weather shows how fucked the global warming situation is looking snow in march
70210,Mar,2022,2022-03-31,he is bragging about the dangers of global warming every single day
70211,Mar,2022,2022-03-31,nfts are responsible for global warming breakups amp awkward marriage proposals please nft responsibly
70212,Mar,2022,2022-03-31,
70213,Mar,2022,2022-03-31,we were informed that a drought is not regarded as a natural disaster the government signed off on this because they dont want to raid the disaster relief kitty still scratching our head in dismay
70214,Mar,2022,2022-03-31,s something to be proud of evangelical christianity global warming planetary war and starvation and a starbucks on every corner thats all the modern world is
70215,Mar,2022,2022-03-31,global warming is well global
70216,Mar,2022,2022-03-31,you look ugly today if each one of us does our bit we will be helping to keep global warming from harming our countries its so simple
70217,Mar,2022,2022-03-31,lets see how the costs of global warming pan out greatly increased frequency of fires floods and other natural disasters is already devastating and it will get much worse that is the deficit your kids will actually pay for
70218,Mar,2022,2022-03-31,globalnot your garden warming
