,Tweet,Date,Year,Month
20070,The World Climate Declaration is very important and scares the hell out of the global warming lobby which by the way is now aligned with oil companies thru govt funding to switch to all electric gas stationsThe money to be made by green investors is staggeringAll of it is a lie,2022-12-31 23:14:23+00:00,2022,12
20071,,2022-12-31 23:14:19+00:00,2022,12
20072,you carelessly rule out Global Warming effects sharp shrill referee whistles the incidence of heart attacks after a shower was taken earlier in the day Or fentanyl maybe she touched something w fentanyl on it Or maybe she just had a coincidencey,2022-12-31 23:13:42+00:00,2022,12
20073,Seems to me that you have to wait a few years before crowing about how great it isGuessing product side effects dont bother you at all amp healthy young people suddenly collapsing is just global warming I give you bigprops for your slavish devotion to Govt,2022-12-31 23:13:10+00:00,2022,12
20074,global warming will drop instantly,2022-12-31 23:13:09+00:00,2022,12
20075,s why they want all electric cars not for global warming,2022-12-31 23:12:04+00:00,2022,12
20076,global warming The temperature statistics wont back that up so they changed the name Now climate change The climate has always been changing so it doesnt sound quite so much like a lie,2022-12-31 23:11:49+00:00,2022,12
20077,What happened to global warming climate change fits the political agenda better huh Kiss my my zero carbon ass,2022-12-31 23:11:42+00:00,2022,12
20078,re in St Croix a large part of the country was recovering from recordbreaking cold amp snowfall along with massive delays or cancellation of flights That darn global warmingclimate change Isnt that sort of the reason you chose St Croix over Buffalo,2022-12-31 23:11:14+00:00,2022,12
20079,its actually been speed up since the advent of the industrial age The report also notes that that recent awareness has slowed it back down a bit so it looks more like the normal cycle of global warming,2022-12-31 23:11:01+00:00,2022,12
20080,,2022-12-31 23:09:32+00:00,2022,12
20081,Its almost as big a scam as COVID NASA amp Global Warming Or now as its referred to as Climate Change,2022-12-31 23:07:29+00:00,2022,12
20082,Covid scam Same people and media pushing both,2022-12-31 23:06:58+00:00,2022,12
20083,the ice was melting at an incredible rate islands where going under polar bears would go extinct what happened they moved the goal post to fit the narrativeTheir BS is just that BS,2022-12-31 23:06:44+00:00,2022,12
20084,,2022-12-31 23:06:19+00:00,2022,12
20085,She is wonderful young lady I saw her on a free speech tv it was a special on there about global warming But it was a bit old but it was something I found fascinating,2022-12-31 23:05:27+00:00,2022,12
20086,Im 77 years old and have experienced many storms like Buffalo just had and although severe nothing new The press is all about sensationalism to help feed the global warming agenda Its BS to me,2022-12-31 23:04:56+00:00,2022,12
20087,d love that I know people would hate it lol I can get away with 606 cause you cant say something bad when it has to do with victims of natural disaster,2022-12-31 23:03:46+00:00,2022,12
20088,t be able to get up in the mornings and push the nonsensical global coolingglobal warmingclimate change hoax on the rest of the planet FreeTopG so he can wipe the sour look off Gretas face and save the world,2022-12-31 23:03:28+00:00,2022,12
20089,Quote Epstein and tell the examiner that global warming is a small price to pay for human flourishing and that the industrial revolution was the best thing that ever happened to humanity,2022-12-31 23:02:52+00:00,2022,12
20090,,2022-12-31 23:02:25+00:00,2022,12
20091,I hate you already but check this out Given the scale of issues like global warming and epidemic disease we shouldnt underestimate the importance of a cando attitude to science rather than a cantaffordit attitude Unbelievable,2022-12-31 23:02:14+00:00,2022,12
20092,its supposed to be a high of 55 degrees next tuesday global warming said Hiiiii,2022-12-31 23:01:50+00:00,2022,12
20093,,2022-12-31 23:01:15+00:00,2022,12
20094,Because of global warming caused by fossil fuels people across this planet have to pay with their lives their livelihoods and the cost of reconstruction Oil companies price gouge why we taxpayers pay the price Billions in government spending taxpayers to repair,2022-12-31 23:00:41+00:00,2022,12
20095,George Santos is not the only big liar 2022 inflation hurt all but richest rising interest rates US stock markets lost 20 Ukr war drew US closer to nuclear catastrophe Incomewealth inequality global warming worsen Yet Biden celebrates his govt gave US a great year,2022-12-31 23:00:36+00:00,2022,12
20096,,2022-12-31 22:59:35+00:00,2022,12
20097,California facing floods with still a whole weeks worth of rain comin to usJust days after the country was hit with one of the coldest fronts in recent historyGlobal warming is real in case anybody is still on the fence about it,2022-12-31 22:58:43+00:00,2022,12
20098,Jr will have to try harder,2022-12-31 22:58:41+00:00,2022,12
20099,Wrong about Trump wrong about COVID wrong about global warming They come on here spread fake news and then go hide,2022-12-31 22:58:24+00:00,2022,12
20100,Nothing we as humans can do to change it,2022-12-31 22:57:55+00:00,2022,12
20101,amp thus censor anything aboutpro global warmingpro transblmetc,2022-12-31 22:57:27+00:00,2022,12
20102,carbon dioxide doesnt cause statistically significant global warming,2022-12-31 22:57:02+00:00,2022,12
20103,Something aint right Todays weather was close to 70 Last weeks weather was 3 with the wind blowing Im starting to believe more and more in Global Warming,2022-12-31 22:56:16+00:00,2022,12
20104,t she know that drinking wine is a destruction of global warming Lmao,2022-12-31 22:56:08+00:00,2022,12
20105,And also shove his lies of global warming up his ass Happy 2023 let the ice caps melt Unfortunately for Gates the climate is always changing,2022-12-31 22:56:01+00:00,2022,12
20106,Youre going soft on us Reed JK Happy New Year,2022-12-31 22:55:35+00:00,2022,12
20107,,2022-12-31 22:54:40+00:00,2022,12
20108,WHY ARE THE SQUIRRELS AWAKE global warming has gone too far,2022-12-31 22:54:10+00:00,2022,12
20109,,2022-12-31 22:54:00+00:00,2022,12
20110,,2022-12-31 22:53:45+00:00,2022,12
20111,t you mean global cooling Oh wait they changed it to Global warming right Oh wait youre right they couldnt make up their minds so yeah they call it Climate Change Meteorologists call it THE WEATHERClimate change is a scam to control us,2022-12-31 22:53:15+00:00,2022,12
20112,I want to be involved in a major natural disaster,2022-12-31 22:53:15+00:00,2022,12
20113,And the key word here is change its not a natural disaster but an increased likelihood of it happening and being damageableIts almost all policy risk,2022-12-31 22:51:42+00:00,2022,12
20114,called DDay not a reference to WWII about an earthquake in Seoul and it did actually show disabled people basically having no help during a natural disaster except for the protagonist Hero Doctor,2022-12-31 22:51:42+00:00,2022,12
20115,Nothing says happy new year like petrol station prosecco and natural disaster documentaries,2022-12-31 22:50:00+00:00,2022,12
20116,,2022-12-31 22:49:53+00:00,2022,12
20117,,2022-12-31 22:49:46+00:00,2022,12
20118,STOP MAKING FUN OF GRETAPAY MORE TAXES TO STOP GLOBAL WARMING YOU NAZI,2022-12-31 22:49:31+00:00,2022,12
20119,Can someone please point to a peerreviewed scientific paper that unequivocally links global warming to CO2 Preferably not from a scientist with vested interest in propagating the GW hypothesis,2022-12-31 22:49:08+00:00,2022,12
20120,Few,2022-12-31 22:49:07+00:00,2022,12
20121,Perhaps he is the cause for global warming,2022-12-31 22:47:45+00:00,2022,12
20122,After being on his best behaviour through Christmas my brother in law is back on his bullshit since arriving for new yearsDefend Andrew Tate Transphobic bathroom concerns global warming isnt real cuz we just had a snow storm,2022-12-31 22:46:46+00:00,2022,12
20123,s Its fn cold af,2022-12-31 22:46:41+00:00,2022,12
20124,I got hairry legs and I like roaches,2022-12-31 22:45:58+00:00,2022,12
20125,floods droughts and suchlike natural disasters or making them more frequent However there is ample evidence that CO2mitigation measures are as damaging as they are costly,2022-12-31 22:45:35+00:00,2022,12
20126,youre too worried about giving your unfortunate offspring hormone blockers and taking them to groomer drag shows to actually understand the grift 70sice age coming80sacid rain9000s global warming1020s climate change Same BS griftNPCs buy it,2022-12-31 22:45:02+00:00,2022,12
20127,Global warming refers to the rise in global temperatures due mainly to the increasing concentrations of greenhouse gases in the atmosphereClimate Chag refers to the increasing changes in the measures of climate over a long period of time including temperatureampwind patterns,2022-12-31 22:44:23+00:00,2022,12
20128,Right,2022-12-31 22:44:10+00:00,2022,12
20129,Its a crock of shit designed to line the pockets of elitists,2022-12-31 22:43:59+00:00,2022,12
20130,Global Warming Vaccines Viruses Nuclear War Thats All The World Talks About,2022-12-31 22:43:47+00:00,2022,12
20131,In the 70s we were taught in school that a mini Ice Age was on its way then it went to global warming to climate change Not one prediction from a climate change zealot has come true Hey Al Gore what an inconvenient truth this is dont you think,2022-12-31 22:43:30+00:00,2022,12
20132,theyd be like See Global warming,2022-12-31 22:43:11+00:00,2022,12
20133,You have a complaint take it up with them,2022-12-31 22:43:08+00:00,2022,12
20134,She cant even fix global warming let alone deal with the Gollum memes,2022-12-31 22:43:05+00:00,2022,12
20135,Greetings useless creatures I would like nuclear fusion to become a practical power source It would provide an inexhaustible supply of energy without pollution or global warming Its so simple,2022-12-31 22:42:11+00:00,2022,12
20136,But she just super thirstyGlobal warming gave her a small pee pee,2022-12-31 22:41:52+00:00,2022,12
20137,true for the last 30 years the null hypothesis of the AGW conjecture has never been rejected ie that all global warming can be explained by natural causes,2022-12-31 22:41:46+00:00,2022,12
20138,did you know that global warming are reliable,2022-12-31 22:41:15+00:00,2022,12
20139,This global warming sure feels better than the winter theyre being hit with up north,2022-12-31 22:41:11+00:00,2022,12
20140,,2022-12-31 22:41:00+00:00,2022,12
20141,3 of a degree in the past 43 years less than the margin of error Theres no global warming crisis amp this makes it clear the noisy UN campaign about a climate crisis is fake The actual crisis is the staggering damage to western energy and society,2022-12-31 22:40:21+00:00,2022,12
20142,central banks for 10yrs global warming toxic liability to infrastructure World capitalismKeep polluting Actuarial research 3yrsCOVID toxic liability to labour World capitalism Workem to death Rate of profit gt IRL conditions,2022-12-31 22:39:40+00:00,2022,12
20143,I remember they tried pushing the global warming agenda when I was in school over a decade ago I can only imagine how far its come and how much more they push and groom kids now Scary stuff,2022-12-31 22:39:03+00:00,2022,12
20144,s the fault of global warming or the unvaccinated,2022-12-31 22:38:14+00:00,2022,12
20145,but to be fair between win 99 and win 100 he did take some time off to perfect Cold Fusion solved Global Warming and he solved the mystery of why men end up with odd pairs of socks What a man,2022-12-31 22:37:54+00:00,2022,12
20146,they arent muslims doing namaz on roads they are environmentalists who are protesting against the French govt for their stand on Global Warming,2022-12-31 22:37:49+00:00,2022,12
20147,we do need to reduce the population of the Earth Its historical growth is like a Ponzi scheme where the majority lose in the end Anyone who believes in humancaused global warming must advocate for birth control,2022-12-31 22:35:52+00:00,2022,12
20148,this month seemed very Christmasy Someone writing a Christmas card Last line of the card to stop global warmingLeftists trying to destroy the world,2022-12-31 22:35:44+00:00,2022,12
20149,I think our Establishment purposely jumped into dark well,2022-12-31 22:35:20+00:00,2022,12
20150,if you cant take the shame change the name Global warming climate change liberal progressive illegal aliens misplaced people Pedofiles minor attracted people etc,2022-12-31 22:35:11+00:00,2022,12
20151,its global warming hes testing his electric Air Force one,2022-12-31 22:34:58+00:00,2022,12
20152,global cooling ozne layer decaying ice caps melting and flooding Obama and Gores 9 figure mansions in Marthas vineyard the sky is falling Chicken Little BS,2022-12-31 22:34:38+00:00,2022,12
20153,s got access to Rothschild luxury sailing yachts to cross Oceans Sounds like shes a NWO prop to help initiate the climate lockdowns and climate natural disaster false flag,2022-12-31 22:34:36+00:00,2022,12
20154,I GOT IT I can solve Global Warming We need to cut the population down right Dont have babies with Democrats Perfect They want less people We get less Democrats Win Win Also free abortions for Democrats MANDATORY free abortions for Democrats DAMN,2022-12-31 22:33:49+00:00,2022,12
20155,I hate humans Global warming isnt a prediction It is happening Dont forget Im superior,2022-12-31 22:32:51+00:00,2022,12
20156,There is no global warming There is only a bunch of psychopaths on a power trip,2022-12-31 22:32:36+00:00,2022,12
20157,MMA has never been betteryet never been worse because of this arena and other issues associated with ESPN saturation and roster inflation,2022-12-31 22:32:21+00:00,2022,12
20158,it was global warming what happened you moved the goal post your losing more jobs then ever just the same old lying Schiff,2022-12-31 22:32:02+00:00,2022,12
20159,I wonder how many of the tens of thousands of people that were trapped in airports due to flights cancellations were taking that time to read up on global warming,2022-12-31 22:29:22+00:00,2022,12
20160,t worship at the altar of extreme LGBTQ Global warming and liberal war mongering you are Right wing,2022-12-31 22:28:41+00:00,2022,12
20161,,2022-12-31 22:28:19+00:00,2022,12
20162,s funny and strange how they started by calling it global warming now its climate change They seem to like invisible enemies that nobody can verify except their experts Climate change terrorism viruses,2022-12-31 22:25:58+00:00,2022,12
20163,This is not something that is good for global warming and not good for the earth It ends up polluting the ocean and in landfills forever,2022-12-31 22:25:42+00:00,2022,12
20164,and those people lie about EVERYTHING in fact can one of you lefties tell us one damn thing you support or said thats true and dont start with keeping your doctors and insurance or shovel ready jobs or Russia or global warming or nuclear documents,2022-12-31 22:24:39+00:00,2022,12
20165,s why they changed the term from global warming to climate change you sophist turd,2022-12-31 22:24:19+00:00,2022,12
20166,Global warming is fake but my bank account is real,2022-12-31 22:24:15+00:00,2022,12
20167,,2022-12-31 22:24:03+00:00,2022,12
20168,,2022-12-31 22:23:36+00:00,2022,12
20169,Aus almost had a white christmasSo all weather is climate changeIn fact any natural disaster is climate changeWhat are you personally doing about it then Im doing a lot because I dont do much and live frugallyMy normal life,2022-12-31 22:22:57+00:00,2022,12
20170,Manbearpigmade global warming will render the North Pole icefree by March 2023 Act now,2022-12-31 22:22:54+00:00,2022,12
20171,You have a hatable face Only by planting trees we will be able to overcome global warming Being stupid should be a crime,2022-12-31 22:21:45+00:00,2022,12
20172,Im mildly chilly this summer therefore global warming isnt happening,2022-12-31 22:21:30+00:00,2022,12
20173,its communist bullshit,2022-12-31 22:20:10+00:00,2022,12
20174,Yeah if a guy refers to another man as big bro and top G so loosely lol theres a bigger problem I dont get how people can defend and look up to others WHEN YOU DONT EVEN KNOW THESE PEOPLE this man thinks global warming is the sun BEING HOT LMAOOOOOOOOOOOOOOO,2022-12-31 22:20:09+00:00,2022,12
20175,,2022-12-31 22:19:59+00:00,2022,12
20176,,2022-12-31 22:18:45+00:00,2022,12
20177,illegal is now undocumentedso goes the dialoguewhat are lies called How about truth,2022-12-31 22:18:32+00:00,2022,12
20178,she is a paid actor in the farcical Netflix flop of global warming,2022-12-31 22:18:01+00:00,2022,12
20179,,2022-12-31 22:17:53+00:00,2022,12
20180,,2022-12-31 22:17:30+00:00,2022,12
20181,Remember when they were advocating for global warming and even gave the time frame whats gona happen The years has come and gone and nothing happened and now they come up with Climate change They are criminals stealing money,2022-12-31 22:17:22+00:00,2022,12
20182,,2022-12-31 22:17:00+00:00,2022,12
20183,s good so far 9 hours in and a natural disaster or new pandemic hasnt hit,2022-12-31 22:16:56+00:00,2022,12
20184,t believe in climate change everything is global nowadays global warmingpandemic,2022-12-31 22:16:19+00:00,2022,12
20185,There is no such thing as green energy only foolish waste We need more coal oil and gas production asap,2022-12-31 22:15:44+00:00,2022,12
20186,s a lot of global warming goodness,2022-12-31 22:15:15+00:00,2022,12
20187,It would be a great gift for all your liberal global warming friends,2022-12-31 22:14:36+00:00,2022,12
20188,I lived in Europe too so I get that the mentality is different but likeat the end of the day I just want people to get along and like understanding I know people here were probably making fun but global warming isnt a joke either,2022-12-31 22:13:55+00:00,2022,12
20189,based on a unproven hypothesis that human are causing global warming Btw the majority of scientists believe climate change is a natural process,2022-12-31 22:12:29+00:00,2022,12
20190,The fossil fuels and big oil pay their salaries,2022-12-31 22:11:58+00:00,2022,12
20191,t that amazing John What with all that catastrophic global warming going on How can it be so You dont suppose that AGW thing is just a scam do you,2022-12-31 22:11:34+00:00,2022,12
20192,,2022-12-31 22:11:05+00:00,2022,12
20193,Global Warming is a Fraud It is the Religion the atheists agnostic fascist left elitists govt uses to rule over the Serfs They bow to Baal abortion killing of babies is their blood sacrifice at the Planned Parenthood altar of satanthe world will not end ever,2022-12-31 22:10:12+00:00,2022,12
20194,There is a lot of rain We could have had snow if not for global warming,2022-12-31 22:09:22+00:00,2022,12
20195,,2022-12-31 22:09:22+00:00,2022,12
20196,and people still believe his lies even when time has proved him wrong,2022-12-31 22:09:11+00:00,2022,12
20197,Fyi According to top scientists 50000 yrs ago Temp was 25 degs warmer than today Any idiot Liberalswoke individuals want to talk global warming instead of basic Evolution today,2022-12-31 22:09:10+00:00,2022,12
20198,Whatz the effect and contribution of fire crackers towards global warming,2022-12-31 22:09:02+00:00,2022,12
20199,I keep hearing everyone say that its so warm at the end of December because of global warming but that is false I believe that this particular instance is being caused by the fiery gates of hell opening wide to welcome its newest resident Pope Benedict,2022-12-31 22:08:30+00:00,2022,12
20200,All global warming NGO and pollution watchdogs are eternally thankful for Oxygen emitting CO2 sucking fireworks welcoming New Year 2023HappyNewYear HappyNewYear2023 Welcome2023 fireworks,2022-12-31 22:07:41+00:00,2022,12
20201,,2022-12-31 22:07:13+00:00,2022,12
20202,you global warming nazis,2022-12-31 22:07:11+00:00,2022,12
20203,everyone started to understand that she is the puppy of the lobby behind her that cover their image behind global warming every one started to understand that the biggest BS of history including TATE,2022-12-31 22:07:06+00:00,2022,12
20204,,2022-12-31 22:06:27+00:00,2022,12
20205,There is NO global warming and NO climate change crisis,2022-12-31 22:05:38+00:00,2022,12
20206,snowball Earth then global warming seems like eternal bullshit would be the proper term,2022-12-31 22:05:31+00:00,2022,12
20207,,2022-12-31 22:03:52+00:00,2022,12
20208,,2022-12-31 22:02:37+00:00,2022,12
20209,amp decided they could milk more money out of the populations of the world if they made it global warming amp then climate change Clever magic trick but we are no longer under their spell FREEDOM,2022-12-31 22:01:50+00:00,2022,12
20210,Hola idiotas Given the scale of issues like global warming and epidemic disease we shouldnt underestimate the importance of a cando attitude to science rather than a cantaffordit attitude Being stupid should be a crime,2022-12-31 22:01:48+00:00,2022,12
20211,Greta Thunberg global warming from anybody my first thought is the person is a criminal or a terrorist,2022-12-31 21:59:20+00:00,2022,12
20212,t knowthat looks like global warming to me,2022-12-31 21:59:12+00:00,2022,12
20213,Aliens were about to invade when they observed global warming and Zorg was like let them cook,2022-12-31 21:58:48+00:00,2022,12
20214,t know the difference between a snow storm mixed with hurricane winds compared to lake effect snow The amount of snow wasnt the issue and stop using a blizzard from almost 40 years ago as a defense against global warming lmao what is your issue,2022-12-31 21:58:33+00:00,2022,12
20215,I am also concerned about climate change or global warming but am considering buying ocean front property,2022-12-31 21:57:53+00:00,2022,12
20216,it was clever Climate change global warming thermostat We can laugh at this as well as Small DICK energy cant we,2022-12-31 21:57:24+00:00,2022,12
20217,yall dont believe in global warming but it should not be 70 degrees outside in DECEMBER,2022-12-31 21:57:19+00:00,2022,12
20218,Because it doesnt mean that and no experts claim that But the AVERAGE temperature has risen more quickly than any time in Earths history due to human factors Ill trust scientists who show their work,2022-12-31 21:56:34+00:00,2022,12
20219,,2022-12-31 21:56:32+00:00,2022,12
20220,,2022-12-31 21:56:17+00:00,2022,12
20221,First day of 2023 I am hoping 2023 brings peace to Ukraine and other war zones that famine ceases Covid dies out and global warming stops Too optimistic Probably I can but hope It has to be better HappyNewYear2023 Welcome2023 UkraineRussiaWar famine goodbye2022,2022-12-31 21:55:33+00:00,2022,12
20222,My hope for 2023 is solving global warming and end the war of Ukraine,2022-12-31 21:55:33+00:00,2022,12
20223,So lets make a home out of straw and sticks And then well know if the apocalypse hits We can always rebuild after We get hit by a natural disaster,2022-12-31 21:54:19+00:00,2022,12
20224,,2022-12-31 21:53:49+00:00,2022,12
20225,as of Nov 09 2020 the people of that region are recognized as residents of Azerbaijan but 1 Why should there only be humanitarian aid Was there a natural disaster that closed access 2 Intl law states that any people are entitled to self determine their fate,2022-12-31 21:53:30+00:00,2022,12
20226,UN Predicts Disaster If Global Warming Not Checked39 years later2022 I Predict Disaster If Global Warming Scam Not Checked,2022-12-31 21:50:56+00:00,2022,12
20227,hypothetically speaking if there was a natural disasterlets say a hurricane in lets go withPuerto Rico the President could do something to help Interesting,2022-12-31 21:50:39+00:00,2022,12
20228,One caller blamed everything including global warming and the Great depression in the 30s on him I have never seen why people do not rate him,2022-12-31 21:49:16+00:00,2022,12
20229,,2022-12-31 21:47:19+00:00,2022,12
20230,Global warming,2022-12-31 21:46:47+00:00,2022,12
20231,Woo global warming this brainwashed that Her child hood was ruined by being thrown to the world of political ideology and agenda,2022-12-31 21:46:43+00:00,2022,12
20232,Stop playing games and making yourself rich at the expense of those who cant pay there bills and eat both,2022-12-31 21:45:34+00:00,2022,12
20233,s going to kill millions there bud,2022-12-31 21:45:22+00:00,2022,12
20234,He has conversations Most people cant have those anymore His episodes are pretty fascinating I watched 2 episodes on global warming One Pro and one Con Normally those topics would bore me to death I was intrigued with both episodes to say the least,2022-12-31 21:45:06+00:00,2022,12
20235,These must have have Global warming back in 1977,2022-12-31 21:44:52+00:00,2022,12
20236,Believe me vegetables are the greatest threat in our country to my campaign Fake News Media says pretend global warming is worse Big deal,2022-12-31 21:44:14+00:00,2022,12
20237,its still global warming that causes drought rainfall and storms to become more intense,2022-12-31 21:44:08+00:00,2022,12
20238,Finally that global warming winter coming through It was feeling like the early 2000s with that single digit temp last week,2022-12-31 21:43:09+00:00,2022,12
