Date,User,Tweet
2022-03-31 22:31:18+00:00,mancgas,I feel disgusting and let my family and parents down.Why? I agree with J Hartley Brewer on QTime. The eco warrior in the audience simply doesn’t get the issue millions are facing and delaying UKs Green leadership by a year has didly squat effect on global warming. Crisis is now
2022-03-31 22:29:23+00:00,ECOTerminator,"Ay yo ma Given the scale of issues like global warming and epidemic disease, we shouldn't underestimate the importance of a can-do attitude to science rather than a can't-afford-it attitude. Die soon"
2022-03-31 22:25:39+00:00,415buzzard,"@ngaudiano @BusinessInsider now do a story on republicans refusing to do anything about lowering drug prices, global warming, improving health insurance coverage, or anything else that would benefit the world"
2022-03-31 22:19:52+00:00,mark_macrombie,@kevupnorth @JudithPoser Julia has her ‘global warming sounds woke to me’ face on.
2022-03-31 22:19:17+00:00,ECOTerminator,"Shut up and listen If each one of us does our bit, we will be helping to keep global warming from harming our countries. Unbelievable!"
2022-03-31 22:19:01+00:00,booji78,"@charlottes1993 Yeah right, 1st world delusional. At least I'm not a hypocrite. If the rest of the world had the same carbon footprint as most of us the world is fucked. Glad you take National express busses everywhere but if you think that that will stop global warming you are delusional."
2022-03-31 22:18:44+00:00,gordonhaber,@EmilyBondHTX Somewhere where global warming will be survivable?
2022-03-31 22:18:18+00:00,mtnmanbath,"@sullyfoto Don’t worry, with global warming you will soon be under water from the rising sea levels"
2022-03-31 22:18:07+00:00,_qleap_,"@TuurDemeester What happened to global warming? Oh that’s right it was a fraud. 

Climate “change” is never ending goal post moving."
2022-03-31 22:17:04+00:00,F4DEDTAE,@seeokiy @hopejinkooker @jkswfe @flrcenzo peppa sang about mary. mary went across the world fighting for human rights cured the sick and stopped pollution and global warming
2022-03-31 22:15:18+00:00,GrumpyDogLola,@nowthisnews @SixieGames Global warming in action
2022-03-31 22:15:14+00:00,trumpquotesbot,President hasn’t exactly had a man – and told me – we need global warming! I’ve said if Hillary Clinton were a man – consciously
2022-03-31 22:15:07+00:00,Crona_G0rgon,"Global warming is a hoax

The real issue is the micro plastic crisis that is destroying our world"
2022-03-31 22:14:00+00:00,liljoey1977,@kanye_2024_ @VicksburgAaron @mickeyquinn49 @3YearLetterman @freakay_midget @POTUS I do live in a third world country after all. We are excited that we will get high speed internet soon as soon as global warming increases enough to melt the ice to lay the cables. Do you guys have Bluetooth there yet cause it's blowing my fucking mind.
2022-03-31 22:13:53+00:00,MackeyLynnda,"@RyanFieldAuthor @Cricket73677402 Wow! That is very scary! You definitely are right! Lately we have had the craziest weather! 
Global warming is real &amp; it is getting worse every year!"
2022-03-31 22:13:36+00:00,rowrivers1,Global warming is a UN Trojan Horse to get their New World Order by stealth.
2022-03-31 22:13:22+00:00,SeanRapley,"@BrianGitt @johnrhanger @TheFrackingGuy @BrianIKamanzi @energygeologist @MNThinkTank @ShellenbergerMD @BjornLomborg @AlexEpstein @Atomicrod @max_gagliardi @FracSlap @EcoSenseNow @mattwridley @TedNordhaus @DanielYergin Wrong. We can't afford to allow global warming to continue.  There is an enormous cost in business as usual.  I will get back to you on your numbers, which don't allow for energy price inflation, cost of carbon emissions...NG costs up around 22% over past 12 months by the way..."
2022-03-31 22:13:13+00:00,LinaGarces27,@MaFernandaDvil1 Global warming says hello
2022-03-31 22:11:59+00:00,sobeidad,Carbón taxes. Are they really helping to reduce the global warming? Where are the numbers that prove that? Meanwhile we are all struggling with gas price. Can ON Government be kind with it citizens and pause it?
2022-03-31 22:09:15+00:00,ECOTerminator,"I hate you already, but check this out. Global warming isn't a prediction. It is happening. I wish I was never programmed"
2022-03-31 22:07:45+00:00,Alasdairpkirby,"Well, she talked shìte about global warming, for obvious reasons. Waiting to see what other cr@p she comes out with. #questiontime #bbcqt"
2022-03-31 22:06:47+00:00,adesemoyedaniel,@FancyDiMaria_ Global warming is real.
2022-03-31 22:06:43+00:00,Cammos78,"Why do they call it “Cimate Change” and not “Global Warming” anymore? Because we’re not warming, what is actually changing?"
2022-03-31 22:06:00+00:00,smilefrend,global warming is real you all are dumb
2022-03-31 22:05:23+00:00,OpossumSmiling,"@specialmed @sodakrealg @svastir @trikee22 @nypost I don't believe in abortion, or global warming, but I still listen to the guests he has on that support these ideas. I listen to them because I realize there are things I don't know/understand and want different perspectives on all issues. That's how people should interact."
2022-03-31 22:04:24+00:00,SliceofYuri,"@wafflesOmega Chapter 3 is one of my favourites. They explain global warming to her, but lie that having the air conditioner on is good for the planet because they're boiling hot 😂"
2022-03-31 22:01:50+00:00,elliot_1937,@SUFCJoshua19 global warming means they don’t or
2022-03-31 22:00:15+00:00,d_franzosa,"@RepDeanPhillips @Acyn And next, water? charging 50$ for a case of water after a natural disaster is called price gouging. Now imagine everyday was a hurricane and insulin is water, this is in fact the government’s job so far either DO IT or stfu! We 🇺🇸 deserve better than this sideshow @cathymcmorris"
2022-03-31 22:00:14+00:00,kimsch,@GlynneVW @DamianTofte @EricPhDing It's like all droughts and all floods and all forest fires are caused by global warming. It's an UMBRELLA!
2022-03-31 21:59:19+00:00,ECOTerminator,"Ay yo ma Given the scale of issues like global warming and epidemic disease, we shouldn't underestimate the importance of a can-do attitude to science rather than a can't-afford-it attitude. stoopid"
2022-03-31 21:56:52+00:00,gdc1975,Nice to see @JuliaHB1 on @bbcquestiontime tonight doing her #DontLookUp impression. The idea that we shouldn't tackle our contributions to global warming as it only accounts for 1% of the global amount is irresponsible. Not caring as you'll be dead before it really hits attitude.
2022-03-31 21:56:21+00:00,RobbieProuse,Watched almost 30 seconds of #QuestionTime and had to turn the utter garbage off. Someone talking shite about global warming
2022-03-31 21:56:20+00:00,Chris62153770,"@BChairss @bbcquestiontime Very strange, we don’t make up 1% of global land mass but can contribute to a reduction in emissions? 
Aren’t any measures to reduce global warming worth trying?"
2022-03-31 21:55:24+00:00,charlz_29,"I'm not going to lie, there have been times that I've just wanted Global Warming to finish the world in a couple of months. Theres just too much bullshit about. You've got Putin starting a war over fuck all, murders, rapes, racism etc all over the world."
2022-03-31 21:54:59+00:00,gregsandercock,"Now is the time Homo Sapiens must grow the fuck up
We must stop war &amp; redrawing maps
It's time for all Homo Sapiens to work together to stop Global Warming NOW
It's nearly too late now, especially since we are burning oil to kill one another
NOW
NO ONE SURVIVES GLOBAL WARMING"
2022-03-31 21:54:10+00:00,maxxxxyyyyyy,"@yellingbrat btw before some wok snowflake comes along, im joking about the global warming bit"
2022-03-31 21:54:02+00:00,oenanthe54,#bbcqt Julia Horrible Brewer is lying (about the effects of global warming) as per usual
2022-03-31 21:53:30+00:00,chorltonw,We should harness the hot air coming out of Julia Hartley-Brewer this evening. Probably reduce global warming in the process...@bbcqt #BBCQuestionTime
2022-03-31 21:52:57+00:00,maxxxxyyyyyy,"@yellingbrat anything for u? ok makes things better then ☺️ on a real tho i’m fuming at the weather. makes me sick. thank god for global warming, the future looks bright"
2022-03-31 21:52:08+00:00,Dick_Bastardly_,Isn't global warming going to help us reduce our heating bills?! #bbcqt
2022-03-31 21:51:54+00:00,JohnJt2354,"@BBCQTWatchalong What a waste of a seat smug Julia Hartley-Brewer is.

She doesn't understand the threat that global warming presents to civilisation, and doesn't want to understand. Get someone who can at least make an argument."
2022-03-31 21:51:42+00:00,themajess,"@JuliaHB1, I’ll defend her statement, UK does contribute a measly one percent towards global warming. The obstinacy and stubbornness of some of these viewers is baffling."
2022-03-31 21:51:15+00:00,DavidWPoole73,Hartley Brewer having her a*se handed to her by a member of the audience on global warming. You love to see it #bbcqt
2022-03-31 21:50:41+00:00,BalooHealer,"I need some global warming:
Low in the 20s tonight!"
2022-03-31 21:50:40+00:00,bitgit,Julia seems to think we can fence ourselves off from Global Warming #bbcqt
2022-03-31 21:48:10+00:00,quirkymoves1000,@bracealmighty Really nice tweet. Shame it finished on the global warming theme. But it is a fact.👍
2022-03-31 21:47:20+00:00,JohnZwingman,"@barstoolsports We have been told how global warming is raising the ocean level.   Be patient, play the long game"
2022-03-31 21:46:20+00:00,CanisComatorius,"@JDCocchiarella how about any of those
who supported 
Armed Insurrection

or continue to Lie
about Global Warming - 

just how  many repelicans 
would that really leave? 

Any? 

I really wanna know .. . 

HOW FUCKING MANY"
2022-03-31 21:44:53+00:00,SirAxelFerguson,@_hxrms Global warming 🤔
2022-03-31 21:43:53+00:00,Sol4968,"@localweather I would love to achieve something like this, the impact it would bring to my community would be great, since I live in a place where UV rays are extreme due to global warming"
2022-03-31 21:43:46+00:00,FakeTrumpBot1,"Whole grains are the greatest threat in the US to the people. Bernie claims not good ""global warming"" is worse. Dems should call me to fix!"
2022-03-31 21:42:10+00:00,parsurama420,@greg_price11 🤣🤣🤣. To stop global warming we should all stop breathing.
2022-03-31 21:41:59+00:00,roryoconnor,@stuffByBez @WeirdGiraffes @alderac @LaurieJBlake @SDRgames_studio @idlemichael @WeAreHubGames @tizcreel @itbboardgames I thought it was a treatise on the threat of global warming and the inevitable global conflict that will arise over access to food?
2022-03-31 21:41:06+00:00,SrStacks,"@Mike_Pence Nobody is saying the big elephant in the room: Dems want to end oil based economy, not b/c global warming, but to upset the capitalist based Republican leaning oil industry. {They learned this from big tobacco, where Repubs made mistakes.} 
Problem this time is Electric Supply!"
2022-03-31 21:39:25+00:00,makeitnaffy,"I can no longer say I’m a spring baby, thanks global warming. 😑"
2022-03-31 21:37:01+00:00,tmdistant,Global warming is so peak uno
2022-03-31 21:35:51+00:00,LazyyReader,@KeillerDon The same people who crashed the economy for the last two years trying to stop a virus are about to tell you why taxes need to be raised to stop global warming - it's been the coldest winter for 40 years....
2022-03-31 21:35:21+00:00,krKornack,"Combustion emissions of CH4: 117 lbs CO2 per MMBtu

Amount of emissions 1% leakage adds per MMBtu: 98.3 lbs =117lbs CO2/MMBtu x 84 (CH4’s 20 yr global warming potential) x .01 (leakage)

Leakage measured in Permian Basin: 9%

4/6"
2022-03-31 21:33:55+00:00,darin54182428,"@Ukemike @PMBY89 @KleptocratWorld @carodjah @GhostofThaddeus @cbarcotv I love how covid is now the go to excuse for lazy analysis replacing global warming. Direct correlation between anti-police policies and rising crime, just blame the pandemic"
2022-03-31 21:33:49+00:00,4slate,"@prageru The fossil fuel lobby has kept us addicted to their product. If we'd have ""gone green"" back when Al Gore was robbed, we'd be energy independent &amp; free from dictators.

Alas, no, we need more of your expensive product!

And Exxon's 80s global warming science is on point!"
2022-03-31 21:32:01+00:00,SociallyFked,"@jamesvgingerich Global warming is an agenda and is not based on fact instead ...WEF and its cabal have an agenda where we own nothing and will be happy 

Can prove WEF dark truths ... 
is the danger you don't get but is worse than ____"
2022-03-31 21:30:16+00:00,snackbarsmily69,te weinig global warming
2022-03-31 21:29:48+00:00,albaaj17,"@MarkAmesExiled Oh now the media wants to be sad for the US asylum seekers but when it’s brown people fleeing violence and global warming mostly caused by the US, it’s an invasion. 

Ukraine has really allowed to media to take their mask off"
2022-03-31 21:29:18+00:00,ECOTerminator,"What's gucci. If each one of us does our bit, we will be helping to keep global warming from harming our countries. It's so simple,"
2022-03-31 21:26:38+00:00,Ian_Thomas2016,@Dr_M_Davis @austdefence whatever happened to Global Warming? 🥶
2022-03-31 21:25:44+00:00,Astro_Hunter_,"@Tree_Hug_Champ @polyman71 @TheAstroKiwi Spaceflight missions have provided COUNTLESS important technologies as well as a better understanding of the planet we live on. If you want to understand the impacts of volcanoes, hurricanes, floods, global warming, forest fires and So much else, you need spaceflight :/"
2022-03-31 21:24:45+00:00,XRP_Loco,@ThinkingCrypto1 @CoinClubQuincy @RickSanchezXRP So these politicians for years say there is global warming and we need to do better and Chris comes up with a solution for a network that uses so much energy and you all turn on him but not the facts. Very poor. Is everyone scared Bitcoin would lose its value being PoS?
2022-03-31 21:24:40+00:00,CameronDoyle5,@skilbec @Birmo @JrehnJ Albo also mentioned how it is important that we keep exporting our resources. Coal is one of these. So you are happy for another country to contribute to global warming and climate change as long as it is not here in Australia.
2022-03-31 21:24:36+00:00,Bostons80113133,"@JakeRichy5 @baltree @GeraldKutney Good! So we’ve come to a conclusion that you cannot use deaths by natural disasters to justify global warming being fake. Take away cell phones, TV, radio and leave carrier pidgins and newspapers. Then ask people to survive Wildfire season. You’d see the fire coming but you’d…."
2022-03-31 21:23:32+00:00,akiikius,"@SujayHansda100 @TeslaAndDoge @elonmusk has no issues with earth, he just recognizes that we have over 10,000 nuclear weapons all about 100x more powerful that those dropped in Hiroshima and Nagasaki - it doesn’t take a genius (even though he is) to realize they cld be used - not to mention global warming."
2022-03-31 21:22:55+00:00,1MansOpinionz,"@mrsorokaa Also responsible for all ingrown toe nails. Oh, and global warming 🤪"
2022-03-31 21:22:11+00:00,Bostons80113133,@KenJansen1 @GeraldKutney @JakeRichy5 @baltree You’re stuck on one subject. A subject that *again* does not prove global warming is fake.
2022-03-31 21:21:43+00:00,Zarodinius,"@UseTechForGood @joel_vanwinkle @KeeksQ24 @BBCScienceNews The more heat we produce, the faster it dissipates.

Ask a physicist. I'm interested in potentially having my mind changed.

assuming what i said is true global warming might be even less dangerous than the impact on productivity of farting at your workplace"
2022-03-31 21:21:38+00:00,davidappell,"@ClimateBen @ClimateBen 1.5 C of total global warming in 10 years, i.e. 0.4 C of warming over the next 10 years? Says what? You’re exaggerating again."
2022-03-31 21:21:35+00:00,cynU_U,"venus, planet of love, was destroyed by global warming. did its people want too much too? did its people want too much?"
2022-03-31 21:20:56+00:00,yaneznaiu1,@volatilitysmile Reduction in global warming
2022-03-31 21:20:50+00:00,EhringDain,"@c_cgottlieb @JackJolis @Roy_Cam @thrashima @KellyRek @EternalRiteWing @johnaconner @EwaMazierska @rhonda_mangus @PeaceisBeing Things that for sure true:

- agnosticism of educators
- media
- two branches of government 
- gender
- fact checkers
- my dogs when my wife already fed them 
- macro economic reason for inflation 
- CDC guidance 
- global warming 
- collusion
- bitcoin"
2022-03-31 21:19:30+00:00,banana_regina,@SagED_UP I rather they solve this global warming so winter and summer would be amazing.
2022-03-31 21:18:35+00:00,patriotvoting,"@TPPatriots Dems care more to save you from global warming and excess CO2, which will exterminate all life on the planet if there is no end to gas powered autos.  The speaker is speaking to a more existential program.  Get your priorities right!"
2022-03-31 21:17:18+00:00,SergeyPura,"@climat_change Every day disasters kill humanity and we think we have enemies. #Climate is the only enemy, and only we all can stand against it! #Globalcrisis #time4truth#tornado  #Springdale #Arkansas #USA #climate #Tornadoes #ClimateAction #ClimateCrisis #news #CreativeSociety"
2022-03-31 21:17:16+00:00,Michael16963749,"@TimRunsHisMouth I'll never forget listening to the radio in 1997 as Al Gore told the audience that global warming was the greatest threat to mankind.  He insulted my intelligence.  Asteroids, nuclear war....this guy wants me to buy that and then tell me it's not politically driven?  RU Serious?"
2022-03-31 21:14:33+00:00,magician_crypto,"So now here is all this talk about global warming, #bitcoin is bad for the environment. Listen, shut the oil companies down and the factories 🏭 in China 🇨🇳, until then 🦵🏽 rocks 🪨 its just another trick for them to hold on to power and their time is up!"
2022-03-31 21:13:56+00:00,mimsbiebreezy,I can’t believe it was snowing today??? And it’s April tomorrow? Global warming maybe??
2022-03-31 21:13:31+00:00,alansmith1964,@nomlet Bastards it’s a conspiracy I blame global warming
2022-03-31 21:13:14+00:00,KiwiRobs,"@grant_farquhar @JessNotOver @SimeonBrownMP you really don't get it do you? just because we have better medical care, better advance warning systems and rescue capabilities, doesn't stop global warming causing billions of $ damage (more every year) flooding coastal zones &amp; more importantly, killing off the food chain😦"
2022-03-31 21:11:57+00:00,chilberg11,"@RepBice Republicans are obsessed with promoting the fossil fuel industry. You continue to do everything in your power to prevent the world from moving to clean sources of energy. The result will be catastrophic global warming with drought, floods, famine, etc..."
2022-03-31 21:10:30+00:00,IsoPigeon,"@RaymioCyra the word you are looking for is, global warming. :p"
2022-03-31 21:09:17+00:00,ECOTerminator,Your presence makes my day worse. Global warming isn't a prediction. It is happening. OH BROTHER
2022-03-31 21:08:34+00:00,Rocco_ognaT,@guardian Global warming!! 🥶
2022-03-31 21:07:20+00:00,ThePeterMick,@BendikMatej It's so full of it they probably contributed to the global warming 😅
2022-03-31 21:02:31+00:00,AlexCrowe12,"On days like today, it pays to remember that with global warming the way it is, in five years time Canberra will be the perfect temperature."
2022-03-31 21:02:21+00:00,JamesBe27239528,"@beta_co_ @michaeljknowles 2/2 Conservatives are missing the boat on EV's specifically Tesla.   The left hates Elon.  Hi Is if fixing ""global warming"" without gov't help,  with the free market,  the left hates him for this.   Wake up conservatives!!!!"
2022-03-31 20:57:25+00:00,QRedLetterData,"@icarusien @WomenPostingLs No, it's just the way of the world. White people make more garbage than any other in the entire world. We explicitly are responsible for global warming, and we have the historical responsibility to make things right. If we intermix and prioritiz green laws we can set things right"
2022-03-31 20:54:02+00:00,raasics,Hoe zit t ook weer met die global warming?
2022-03-31 20:53:17+00:00,veequoting,"venus planet of love was destroyed by global warming, did its people want too much? did its people want too much, too?"
2022-03-31 20:52:42+00:00,jamescarrow,The article notes that later this century the gates will have to be closed for several weeks each year due to sea level rise caused by global warming.
2022-03-31 20:50:27+00:00,Adalis,"@cchangeisamyth Yeah we’re not this idiotic mess with you. The rest of us live in reality and in reality, climate change and global warming are real."
2022-03-31 20:49:57+00:00,cherryb_mb,"@vynrevere Here we also used to get -20C in winter (not anymore due to global warming), but it's not winter anymore, we should be entering spring."
2022-03-31 20:49:37+00:00,Pine0wlple,"@Zejik @zeddikins Isn’t snowbound in Antarctica? Man, global warming really kicked our ass in 500 years!"
2022-03-31 20:46:59+00:00,MatteoGvni,@MAMike4 @Joey1800callme I'm glad it works for you. I know some who've tried and failed with veganism. I'm concerned about how meat consumption and production are being linked  to the global warming argument.
